IoWStationId,StationId,Name,CountyCode,CountyName,TownCode,TownName,BasinCode,BasinName,Latitude,Longtiude,AdminName,Measurements,HydroStationType
118151fb-2f93-4db6-8262-98eb74b8a927,3764200RV20051,二十五連防潮閘門外水位,10002,臺灣省宜蘭縣,10002040,頭城鎮,,,24.830027,121.812485,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '89c47266-d1bb-4e7e-8c40-722fd7b0ff58', 'TimeStamp': '2023-07-17T09:42:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.277}]",1
3d862347-057f-4a03-b628-742ce45b8568,3764200RV20035,竹蘆六連排水門內水位,10002,臺灣省宜蘭縣,10002040,頭城鎮,,,24.831907,121.814995,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '074563dd-c9a5-47dc-8216-3bef56f31b71', 'TimeStamp': '2023-07-17T09:45:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.73}]",1
632bd447-fc77-497a-90db-82df61351d55,3764200RV20053,大坑罟防潮閘門外水位,10002,臺灣省宜蘭縣,10002040,頭城鎮,,,24.85189,121.82734,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': 'd73dcf07-0f9d-4511-bc69-ecf5cb1ae7c0', 'TimeStamp': '2023-07-17T09:46:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.68}]",1
b61a00c2-a031-4b82-b5eb-379207d5da23,3764200RV20011,B16出口匯入北門溪,10002,臺灣省宜蘭縣,10002040,頭城鎮,,,24.85906,121.826485,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '97acf648-5a2f-4d4f-91dc-00747b9509a0', 'TimeStamp': '2023-07-15T18:29:01+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.436}]",1
bc9cb4e0-be09-4f8a-ac81-e01ad998017d,3764200RV20065,三十五甲六連排水門內水位,10002,臺灣省宜蘭縣,10002040,頭城鎮,,,24.83963,121.82109,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '31404448-8944-4742-8c2d-7bb95a6981ed', 'TimeStamp': '2023-07-17T09:51:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.716}]",1
cf3e72c8-a2c5-4818-aae7-1fdabab2b2b1,3764200RV20048,抵美簡圳六連排水門內水位,10002,臺灣省宜蘭縣,10002040,頭城鎮,,,24.829775,121.802345,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '2479f72c-8635-4491-a45c-acd52ea5c094', 'TimeStamp': '2023-07-15T18:27:15+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.055}]",1
e011b63d-0cd1-4fd4-8542-3498cb7f1d95,3764200RV20060,竹安第一排水門內水位,10002,臺灣省宜蘭縣,10002040,頭城鎮,257000,得子口溪,24.82498,121.818756,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': 'fa40e31f-5699-4cb2-8ed9-b291d526f2ff', 'TimeStamp': '2023-07-17T09:45:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.752}]",1
093e35e5-00a4-4c8c-9641-aa7cf75ef1b7,3764200RV20037,二龍河上游排水門內水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.806799,121.77338,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '61cc041a-25ea-4f22-b208-84ef4b663ba4', 'TimeStamp': '2023-07-17T09:45:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.969}]",1
104d1f04-54c3-4533-b93c-e8758828eb5c,3764200RV20030,民權一中排水門外水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.807579,121.78573,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '518065c9-dc9a-427e-83e4-6e2cdc97fbbc', 'TimeStamp': '2023-07-17T09:47:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.372}]",1
15610dbb-c2ee-40c3-9fdb-b3e6737293d3,3764200RV20024,玉田排水門外水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.814209,121.801384,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': 'b9427823-1614-4f30-ad4a-e55e4428814a', 'TimeStamp': '2023-07-17T09:45:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.436}]",1
28a31ed3-86c8-42cd-8ad7-c38dc20833ed,3764200RV20067,實踐排水門內水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.80223,121.77981,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '0d0b302b-5856-4560-a2fb-36fc57cd4386', 'TimeStamp': '2023-07-17T09:46:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.948}]",1
2d606abc-bb70-422c-b312-62876d79a4ab,3764200RV20047,塭底九連排水門內水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.813154,121.80641,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '82181c45-561f-412e-9172-14651999763e', 'TimeStamp': '2023-07-17T09:42:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.758}]",1
3b831521-02bf-46df-bc9d-31044a015643,3764200RV20058,朝陽19-1中排水門內水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.812977,121.807465,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '72774032-85ef-470f-8603-c28cc29cfc9b', 'TimeStamp': '2023-07-17T09:47:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.4}]",1
494f1af0-03de-48f2-9913-89b645c5a7f4,3764200RV20072,砂仔港防潮閘門外水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,,,24.826057,121.80072,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '2c072e72-7cf5-4738-a99a-02f05450d435', 'TimeStamp': '2023-07-17T09:47:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.38}]",1
54dfaeb6-1d10-48d5-8794-f76e2a684d04,3764200RV20021,時潮水位站,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.804901,121.8014,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '158cc742-e61d-470e-bb1b-f6a2951e2f7d', 'TimeStamp': '2023-07-17T09:46:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.781}]",1
5e6c8af9-6b23-42ad-811f-47ee78f29bef,3764200RV20032,二十五連防潮閘門內水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,,,24.829716,121.81303,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': 'cf6e9e6c-f278-4af2-912b-8efa124f89bd', 'TimeStamp': '2023-07-17T09:47:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.258}]",1
7157657b-806d-4466-adfd-d121ff4a900f,3764200RV20038,淇武蘭排水門內水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.806028,121.778595,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': 'd76ac89b-488e-4c75-b377-94cf3df49b10', 'TimeStamp': '2023-07-17T09:45:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 1.154}]",1
884cf1aa-00e7-43ea-af7f-65d544858bf6,3764200RV20004,玉田水位站,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.8065,121.7864,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '15d46776-dcb2-4393-91d0-703d7c62a3b3', 'TimeStamp': '2023-07-17T09:47:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.788}]",1
95417e4f-3fd7-4634-b9c9-d32437b07844,3764200RV20013,朝陽19中排水門內水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.813892,121.80919,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': 'ce8bc583-e6de-4be3-9f4a-3b39239c9e59', 'TimeStamp': '2023-07-17T09:46:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.338}]",1
b557c134-0aee-40ca-a283-0762a6f1c1db,3764200RV20073,朝陽22中排水門內水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.816788,121.81434,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '0bdf0b02-e2b8-4465-a122-28f31d9978c9', 'TimeStamp': '2023-07-17T09:44:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.221}]",1
b5f805b8-0f82-47be-ab4c-ee5f58f8e495,3764200RV20046,王通塭二連排水門內水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.830208,121.81676,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': 'e5c72f3b-dd3d-4dc2-b794-37ef91a803ab', 'TimeStamp': '2023-07-17T09:42:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.725}]",1
cc6516e5-48d0-4981-8abb-998a274e08ab,3764200RV20008,玉田排水門內水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.813908,121.801056,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '487bbcbb-16cb-4ac9-b751-5fc6296132c6', 'TimeStamp': '2023-07-17T09:45:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.367}]",1
d039f178-de0d-4be1-a82f-715f7a5487e9,3764200RV20066,武暖排水門外水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.804995,121.78015,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '3dd4c251-7388-48e4-8853-7bde80615888', 'TimeStamp': '2023-07-17T09:51:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.439}]",1
d271f2ff-9797-451f-bcca-3f33902a45f7,3764200RV20006,蚵白溝釣鱉橋,10002,臺灣省宜蘭縣,10002050,礁溪鄉,,,24.8231,121.798904,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': 'ee576262-b64b-4765-b6cf-9b742bddf6e8', 'TimeStamp': '2023-07-17T09:51:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.314}]",1
f3f3d9d7-d829-4d74-b8da-91a80af83493,3764200RV20109,朝陽14-2中排水門內水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.81581,121.803375,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '61bd5f89-c44e-4f03-873c-af72fee639db', 'TimeStamp': '2023-07-17T09:44:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.487}]",1
ff62476d-86a6-4be5-8b7f-7e3844ff50d9,3764200RV20063,美福右岸排水門3外水位,10002,臺灣省宜蘭縣,10002050,礁溪鄉,257000,得子口溪,24.798496,121.794395,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '08ff075b-f48e-4098-b131-0bcdb920ca03', 'TimeStamp': '2023-07-17T09:47:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.297}]",1
1ceaa873-1c78-4e6e-ac50-3b40503f4508,2560H020,噶瑪蘭橋,10002,臺灣省宜蘭縣,10002060,壯圍鄉,256000,蘭陽溪,24.718948,121.82059,水利署,"[{'IoWPhysicalQuantityId': '2933ee38-30ba-4af9-8d54-cda934bfd757', 'TimeStamp': '2023-06-30T23:50:00+08:00', 'Name': '水位(檢核後)', 'FullName': '噶瑪蘭橋.水位(檢核後)', 'SIUnit': 'm', 'Value': 0.5}, {'IoWPhysicalQuantityId': 'b4454c24-3e31-41eb-91fd-535ad26cb6fb', 'TimeStamp': '2023-07-17T09:40:00+08:00', 'Name': '水位', 'FullName': '噶瑪蘭橋.水位', 'SIUnit': 'm', 'Value': 0.31}]",1
3256e319-9053-43e3-a157-6df10642bec1,3764200RV20031,壯東大排自動水門3外水位,10002,臺灣省宜蘭縣,10002060,壯圍鄉,256000,蘭陽溪,24.76164,121.81424,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '94ee505f-1d8a-475f-82ec-1c3807749859', 'TimeStamp': '2023-07-17T09:43:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.503}]",1
3ce47b9d-9460-46c4-8564-7609fe4f54b4,3764200RV20018,美福右岸排水門4內水位,10002,臺灣省宜蘭縣,10002060,壯圍鄉,256000,蘭陽溪,24.725876,121.80137,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': 'a426d69b-6de0-4163-a98c-8852d00f8a6f', 'TimeStamp': '2023-07-17T09:45:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.759}]",1
3cff39fe-0907-49d6-ba7b-09abb9e99add,3764200RV20061,舊港排水閘門內水位,10002,臺灣省宜蘭縣,10002060,壯圍鄉,256000,蘭陽溪,24.725134,121.80532,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '9de52e9e-8ff2-4f25-9681-23dc6577d393', 'TimeStamp': '2023-07-17T09:49:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.302}]",1
4d9c62e0-3d98-4b2c-94a3-b8cb3e01a3be,3764200RV20071,美福右岸排水門5內水位,10002,臺灣省宜蘭縣,10002060,壯圍鄉,256000,蘭陽溪,24.719748,121.81595,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '32d5425b-c0ad-45b6-a32f-08f86fb19fb9', 'TimeStamp': '2023-07-17T09:48:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.184}]",1
7ed6d64d-2d3a-4d48-a3f7-c35e502f97a8,3764200RV20012,古亭排水閘門內水位,10002,臺灣省宜蘭縣,10002060,壯圍鄉,257000,得子口溪,24.79419,121.80644,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '9d9d63fa-2078-4640-9588-4cb607592cb2', 'TimeStamp': '2023-07-17T09:50:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.807}]",1
ecec97f3-c8a4-4eef-a81d-ae184164aad8,3764200RV20029,古亭水位站,10002,臺灣省宜蘭縣,10002060,壯圍鄉,257000,得子口溪,24.793242,121.80333,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '46bc3bc3-d961-4b5c-980b-bcad6f56a733', 'TimeStamp': '2023-07-17T09:51:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.762}]",1
f471dc46-5fb9-4c13-9976-83cb20729415,3764200RV20055,新南橋站,10002,臺灣省宜蘭縣,10002060,壯圍鄉,256000,蘭陽溪,24.725,121.8013,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '905962aa-1c26-4851-b564-51300acc10ce', 'TimeStamp': '2023-07-17T09:48:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.407}]",1
f5c7d75b-e237-406d-82c3-aa67317b2a96,3764200RV20033,四結田仔橋站一,10002,臺灣省宜蘭縣,10002060,壯圍鄉,256000,蘭陽溪,24.7252,121.8093,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '94c41d57-5ba5-42c9-ad1b-d9d7c7d5b407', 'TimeStamp': '2023-07-17T09:44:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.832}]",1
75e18bb0-6ca8-4dc9-aa0b-26834809cc64,3764200RV20027,蜊埤路口排水門外水位,10002,臺灣省宜蘭縣,10002070,員山鄉,256000,蘭陽溪,24.752028,121.69801,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '7e9688f1-6d88-4ac8-a840-6cef9978192d', 'TimeStamp': '2023-07-15T18:27:03+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 14.473}]",1
11ceb5c0-f105-44dd-b895-08106832133f,3764200RV20075,C幹線出口,10002,臺灣省宜蘭縣,10002080,冬山鄉,255000,冬山河,24.662003,121.7752,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '44e0a58e-8671-4961-86ed-f6d66915815b', 'TimeStamp': '2023-07-15T18:32:17+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 3.275}]",1
48045544-0d99-4baa-9162-fd4844f2231a,3764200RV20070,林寶春防潮閘門內水位,10002,臺灣省宜蘭縣,10002080,冬山鄉,255000,冬山河,24.66411,121.81112,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': '3fdd5749-64f1-46c6-84ed-87fdd464af38', 'TimeStamp': '2023-07-17T09:43:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': -0.025}]",1
551e1525-b97a-4af9-9859-606dbc07bd4a,3764200FL305,廣興抽水站,10002,臺灣省宜蘭縣,10002080,冬山鄉,256000,蘭陽溪,24.68296,121.74901,宜蘭縣政府,"[{'IoWPhysicalQuantityId': '34276c16-f219-4d2d-b7ae-98534bddf2c1', 'TimeStamp': '2023-05-15T08:41:46.824+08:00', 'Name': '水位', 'FullName': '分洪道1水位', 'SIUnit': 'm', 'Value': 7.43}, {'IoWPhysicalQuantityId': '4eaa3be5-d619-45a4-8e84-59496c8a83dd', 'TimeStamp': '2023-05-15T08:41:46.824+08:00', 'Name': '水位', 'FullName': '歪仔歪分洪道2水位', 'SIUnit': 'm', 'Value': 11.481}, {'IoWPhysicalQuantityId': '7480e8bd-495d-4bbd-a4f3-c7c287479254', 'TimeStamp': '2023-05-15T08:41:46.824+08:00', 'Name': '水位', 'FullName': '前池水位', 'SIUnit': 'm', 'Value': 7.55}, {'IoWPhysicalQuantityId': 'be273561-8f12-4f12-98c0-3dff91c74ed2', 'TimeStamp': '2023-05-15T08:41:46.824+08:00', 'Name': '水位', 'FullName': '出水水位', 'SIUnit': 'm', 'Value': 12.36}]",1
5b7ac41f-a1df-40a2-bc12-c43178ae438d,3764200RV20044,林寶春左岸排水門1外水位,10002,臺灣省宜蘭縣,10002080,冬山鄉,255000,冬山河,24.656015,121.80731,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': 'a4b4d11b-77fd-4733-a6a4-e9db13f10b03', 'TimeStamp': '2023-07-17T09:48:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.928}]",1
6371d793-f57c-4472-8093-c1a9387da164,3764200RV20034,十六份五路橋,10002,臺灣省宜蘭縣,10002080,冬山鄉,255000,冬山河,24.665838,121.790276,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': 'ff9b197a-fbe6-4528-abbc-4d7ad05f617b', 'TimeStamp': '2023-07-17T09:35:34+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.968}]",1
6e2d8cde-a2f0-44fc-9756-43900c5169ee,3132000RV2560023,北成橋-NB,10002,臺灣省宜蘭縣,10002080,冬山鄉,256000,蘭陽溪,24.684006,121.74523,經濟部水利署水文技術組,"[{'IoWPhysicalQuantityId': 'e3aacef3-8e21-4e45-bf77-3fa84f21a89a', 'TimeStamp': '2023-07-17T09:50:00+08:00', 'Name': '水位', 'FullName': '北成橋-NB_水位', 'SIUnit': 'm', 'Value': 12.724}]",1
7706bbcc-b62f-44ae-8546-cd9da1f459b1,2560H023,北成橋,10002,臺灣省宜蘭縣,10002080,冬山鄉,256000,蘭陽溪,24.684006,121.74523,水利署,"[{'IoWPhysicalQuantityId': 'f21c7f03-79ca-4030-baae-bb7e6abfbb7f', 'TimeStamp': '2023-06-30T23:50:00+08:00', 'Name': '水位(檢核後)', 'FullName': '北成橋.水位(檢核後)', 'SIUnit': 'm', 'Value': 12.76}, {'IoWPhysicalQuantityId': '63edcb0a-eb9b-410e-bc2e-ae10d6737668', 'TimeStamp': '2023-07-17T09:40:00+08:00', 'Name': '水位', 'FullName': '北成橋.水位', 'SIUnit': 'm', 'Value': 12.74}]",1
7be00dec-a3d3-479d-83f0-f516a9cd5ffa,3764200RV20074,珍珠排水門(內),10002,臺灣省宜蘭縣,10002080,冬山鄉,255000,冬山河,24.650974,121.79456,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': 'ce1ab05d-91c1-402f-a73f-e79dfb894cf6', 'TimeStamp': '2023-07-17T09:47:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.118}]",1
901b3aef-2dda-4564-977a-db9c2f03c9ce,3764200RV20022,北富北側溝排水門外水位,10002,臺灣省宜蘭縣,10002080,冬山鄉,255000,冬山河,24.66911,121.81189,宜蘭縣政府水利資源處水利行政科,"[{'IoWPhysicalQuantityId': 'c6bf4bd2-d5ae-4117-a9de-c323807e2c52', 'TimeStamp': '2023-07-17T09:47:09+08:00', 'Name': '水位', 'FullName': 'water_inner', 'SIUnit': 'm', 'Value': 0.112}]",1
