StationUID,StationID,ServiceStatus,ServiceType,AvailableRentBikes,AvailableReturnBikes,SrcUpdateTime,UpdateTime,AvailableRentBikesDetail
TXG500602020,500602020,1,2,12,7,2023-07-03T22:53:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
TXG500602021,500602021,1,2,6,21,2023-07-09T18:41:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500602022,500602022,1,2,6,13,2023-07-04T14:35:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500602023,500602023,1,2,6,5,2023-07-13T10:33:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500602024,500602024,1,2,6,13,2023-07-03T23:41:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500602025,500602025,1,2,7,6,2023-07-12T22:31:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TXG500602026,500602026,1,2,22,14,2023-07-12T14:36:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 22, 'ElectricBikes': 0}"
TXG500602027,500602027,1,2,9,10,2023-07-03T22:10:22+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TXG500602028,500602028,1,2,11,2,2023-07-04T00:16:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
TXG500602029,500602029,1,2,4,11,2023-07-11T11:25:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TXG500602030,500602030,1,2,1,20,2023-07-10T23:29:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500602031,500602031,1,2,6,7,2023-07-09T12:45:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500602032,500602032,1,2,4,18,2023-07-13T02:14:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TXG500602033,500602033,1,2,13,10,2023-07-10T23:08:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
TXG500602034,500602034,1,2,5,10,2023-07-11T01:31:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TXG500602035,500602035,1,2,14,9,2023-07-12T03:36:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
TXG500602036,500602036,1,2,14,2,2023-07-11T23:00:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 1}"
TXG500602037,500602037,1,2,6,9,2023-07-11T18:14:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500602038,500602038,1,2,9,5,2023-07-03T22:59:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TXG500602039,500602039,1,2,0,20,2023-07-07T09:45:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TXG500602040,500602040,1,2,2,10,2023-07-11T00:00:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
TXG500602041,500602041,1,2,7,6,2023-07-13T18:20:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TXG500602042,500602042,2,2,0,0,2023-05-31T09:39:18+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TXG500602043,500602043,1,2,19,21,2023-07-13T03:21:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 19, 'ElectricBikes': 0}"
TXG500602044,500602044,1,2,5,17,2023-07-04T00:55:24+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TXG500602045,500602045,1,2,8,28,2023-07-09T12:54:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
TXG500602046,500602046,1,2,2,28,2023-07-13T15:26:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
TXG500602047,500602047,1,2,4,8,2023-07-13T05:33:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
TXG500602048,500602048,1,2,6,20,2023-07-11T03:41:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500602049,500602049,1,2,4,18,2023-07-10T13:44:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TXG500602050,500602050,1,2,4,16,2023-07-13T07:11:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TXG500602051,500602051,1,2,5,8,2023-07-03T21:17:58+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TXG500602052,500602052,1,2,6,13,2023-07-09T15:18:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500602053,500602053,1,2,0,10,2023-07-09T13:59:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TXG500602054,500602054,1,2,4,11,2023-07-13T10:05:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TXG500602055,500602055,1,2,5,14,2023-07-13T06:34:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TXG500602056,500602056,1,2,2,18,2023-07-13T05:16:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
TXG500602057,500602057,1,2,0,15,2023-07-12T04:58:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TXG500602058,500602058,1,2,19,21,2023-07-11T01:39:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 19, 'ElectricBikes': 0}"
TXG500602059,500602059,1,2,13,6,2023-07-13T15:13:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
TXG500602060,500602060,1,2,9,2,2023-07-04T00:46:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TXG500602062,500602062,2,2,0,0,2023-05-31T09:39:18+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TXG500602063,500602063,1,2,7,8,2023-07-03T23:33:14+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
TXG500602064,500602064,1,2,7,10,2023-07-05T19:41:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
TXG500602066,500602066,1,2,6,4,2023-07-12T16:38:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500602067,500602067,1,2,6,10,2023-07-10T23:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500602068,500602068,1,2,1,13,2023-07-10T08:21:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500602069,500602069,1,2,9,6,2023-07-04T00:02:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TXG500602070,500602070,1,2,4,24,2023-07-11T01:02:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TXG500603001,500603001,1,2,1,24,2023-07-09T20:44:28+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500603002,500603002,1,2,2,10,2023-07-11T08:18:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
TXG500603003,500603003,1,2,9,6,2023-07-11T01:54:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TXG500603004,500603004,1,2,3,7,2023-07-10T12:21:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
TXG500603005,500603005,1,2,11,7,2023-07-12T02:58:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
TXG500603006,500603006,1,2,6,12,2023-07-11T22:04:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500603007,500603007,1,2,16,4,2023-07-10T21:12:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 0}"
TXG500603008,500603008,1,2,3,47,2023-07-13T07:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
TXG500603009,500603009,1,2,19,1,2023-07-08T20:06:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 19, 'ElectricBikes': 0}"
TXG500603010,500603010,1,2,1,19,2023-07-08T08:13:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500603011,500603011,1,2,4,9,2023-07-13T14:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TXG500603012,500603012,1,2,14,1,2023-07-07T01:41:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
TXG500603013,500603013,1,2,13,7,2023-07-12T16:34:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
TXG500603014,500603014,1,2,7,17,2023-07-07T20:50:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TXG500603015,500603015,1,2,5,16,2023-07-10T19:19:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TXG500603016,500603016,1,2,0,18,2023-07-09T02:46:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TXG500603017,500603017,1,2,17,41,2023-07-14T00:01:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 1}"
TXG500603018,500603018,1,2,9,6,2023-07-04T00:25:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TXG500603019,500603019,1,2,1,18,2023-07-06T03:15:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500603020,500603020,1,2,10,13,2023-07-04T00:12:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
TXG500603021,500603021,1,2,19,9,2023-07-13T19:29:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 19, 'ElectricBikes': 0}"
TXG500603022,500603022,1,2,1,17,2023-07-12T13:29:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500603023,500603023,1,2,6,11,2023-07-09T19:54:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500603024,500603024,1,2,25,23,2023-07-13T23:16:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 25, 'ElectricBikes': 0}"
TXG500603025,500603025,1,2,14,1,2023-07-03T23:00:52+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
TXG500603026,500603026,1,2,10,11,2023-07-11T21:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
TXG500603027,500603027,1,2,4,16,2023-07-13T17:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TXG500603028,500603028,1,2,7,16,2023-07-13T20:29:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TXG500603029,500603029,1,2,6,5,2023-07-13T09:15:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500603030,500603030,1,2,2,15,2023-07-09T20:05:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
TXG500603031,500603031,1,2,14,6,2023-07-12T19:32:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
TXG500603032,500603032,1,2,1,10,2023-07-03T23:25:05+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500603033,500603033,1,2,24,18,2023-07-13T19:41:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TXG500603034,500603034,1,2,9,9,2023-07-08T23:15:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TXG500603035,500603035,1,2,7,3,2023-07-06T18:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TXG500603036,500603036,1,2,4,10,2023-07-08T10:00:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TXG500603037,500603037,2,2,0,0,2023-06-02T17:39:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TXG500603038,500603038,1,2,0,32,2023-07-06T16:16:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TXG500603039,500603039,1,2,7,45,2023-07-13T21:44:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TXG500603040,500603040,1,2,1,31,2023-07-09T20:33:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500603041,500603041,1,2,13,19,2023-07-07T18:29:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 1}"
TXG500603042,500603042,1,2,8,9,2023-07-07T18:31:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
TXG500603043,500603043,1,2,16,6,2023-07-12T04:44:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 1}"
TXG500603044,500603044,1,2,5,23,2023-07-06T06:34:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TXG500603045,500603045,1,2,1,30,2023-07-04T03:38:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500603046,500603046,1,2,7,19,2023-07-13T11:38:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TXG500603047,500603047,1,2,2,36,2023-07-13T15:20:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
TXG500603048,500603048,1,2,10,6,2023-07-07T22:15:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
TXG500603049,500603049,1,2,10,18,2023-07-13T11:25:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
TXG500603050,500603050,1,2,8,32,2023-07-12T02:05:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
TXG500603051,500603051,1,2,5,29,2023-07-13T12:12:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TXG500603052,500603052,1,2,14,12,2023-07-12T15:01:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 1}"
TXG500603053,500603053,1,2,8,14,2023-07-12T15:45:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
TXG500603054,500603054,1,2,1,15,2023-07-08T14:46:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500603055,500603055,1,2,10,4,2023-07-12T03:12:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
TXG500603056,500603056,1,2,12,1,2023-07-12T14:09:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
TXG500603057,500603057,1,2,12,6,2023-07-13T22:23:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
TXG500603058,500603058,1,2,9,3,2023-07-11T05:38:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TXG500603059,500603059,1,2,0,39,2023-07-12T04:55:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TXG500603060,500603060,1,2,12,2,2023-07-12T01:59:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
TXG500603061,500603061,1,2,8,6,2023-07-04T00:51:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
TXG500603062,500603062,1,2,9,10,2023-07-11T12:23:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TXG500603064,500603064,1,2,1,46,2023-07-10T12:35:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500603066,500603066,1,2,1,17,2023-07-13T14:30:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500603067,500603067,1,2,7,6,2023-07-09T07:16:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TXG500603068,500603068,1,2,5,10,2023-07-13T22:37:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TXG500603070,500603070,1,2,6,37,2023-07-12T11:14:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500603072,500603072,1,2,7,7,2023-07-04T04:39:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TXG500603073,500603073,1,2,11,17,2023-07-08T18:02:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
TXG500603074,500603074,1,2,14,4,2023-07-13T07:00:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 1}"
TXG500603076,500603076,1,2,1,10,2023-07-12T18:12:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500603077,500603077,1,2,2,12,2023-07-03T22:46:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 1}"
TXG500603078,500603078,1,2,3,10,2023-07-04T12:09:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
TXG500603080,500603080,1,2,10,20,2023-07-10T00:01:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
TXG500603081,500603081,1,2,8,7,2023-07-05T22:46:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
TXG500604001,500604001,1,2,0,19,2023-07-12T15:52:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TXG500604002,500604002,1,2,22,5,2023-07-12T21:52:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 22, 'ElectricBikes': 0}"
TXG500604003,500604003,1,2,10,40,2023-07-13T23:08:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
TXG500604004,500604004,1,2,6,6,2023-07-12T04:50:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 1}"
TXG500604005,500604005,1,2,5,23,2023-07-09T04:43:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TXG500604006,500604006,1,2,10,6,2023-07-03T23:53:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
TXG500604008,500604008,1,2,1,78,2023-07-13T18:40:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
TXG500604009,500604009,1,2,9,8,2023-07-11T20:24:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TXG500604011,500604011,1,2,5,30,2023-07-11T21:05:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TXG500604012,500604012,1,2,14,15,2023-07-07T09:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
TXG500604013,500604013,1,2,24,6,2023-07-11T09:36:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TXG500604014,500604014,1,2,8,9,2023-07-13T11:54:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
TXG500604015,500604015,1,2,12,8,2023-07-10T20:44:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 2}"
TXG500604016,500604016,1,2,6,18,2023-07-13T19:47:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500604017,500604017,1,2,5,10,2023-07-12T22:34:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TXG500604018,500604018,1,2,6,8,2023-07-10T10:22:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TXG500604019,500604019,1,2,16,3,2023-07-10T22:26:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 0}"
TXG500604020,500604020,1,2,9,7,2023-07-09T20:32:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TXG500604021,500604021,1,2,10,10,2023-07-09T17:50:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
