RouteUID,RouteID,HasSubRoutes,Operators,AuthorityID,ProviderID,SubRoutes,BusRouteType,RouteName,DepartureStopNameZh,DepartureStopNameEn,DestinationStopNameZh,DestinationStopNameEn,RouteMapImageUrl,UpdateTime,VersionID
THB1121,1121,True,"[{'OperatorID': '46', 'OperatorName': {'Zh_tw': '花蓮客運', 'En': 'Hualien Bus Co., Ltd.'}, 'OperatorCode': 'HualienBus', 'OperatorNo': '0805'}]",010,010,"[{'SubRouteUID': 'THB112101', 'SubRouteID': '112101', 'OperatorIDs': ['46'], 'SubRouteName': {'Zh_tw': '1121', 'En': '1121'}, 'Headsign': '花蓮火車站→光復[繞駛東華大學]', 'HeadsignEn': 'Hualien train Station→Guangfu[VIA National Dong Hwa University]', 'Direction': 0}, {'SubRouteUID': 'THB112102', 'SubRouteID': '112102', 'OperatorIDs': ['46'], 'SubRouteName': {'Zh_tw': '1121', 'En': '1121'}, 'Headsign': '光復→花蓮火車站[繞駛東華大學]', 'HeadsignEn': 'Guangfu→Hualien train Station[VIA National Dong Hwa University]', 'Direction': 1}]",12,"{'Zh_tw': '1121', 'En': '1121'}",花蓮轉運站,Hualien Bus Sation,光復站,Guangfu Station,http://web.taiwanbus.tw/TMSData/Schematic/file/1121.jpg,2023-07-13T07:38:39+08:00,1790
THB1122,1122,True,"[{'OperatorID': '46', 'OperatorName': {'Zh_tw': '花蓮客運', 'En': 'Hualien Bus Co., Ltd.'}, 'OperatorCode': 'HualienBus', 'OperatorNo': '0805'}]",010,010,"[{'SubRouteUID': 'THB112201', 'SubRouteID': '112201', 'OperatorIDs': ['46'], 'SubRouteName': {'Zh_tw': '1122', 'En': '1122'}, 'Headsign': '花蓮火車站→瑞穗', 'HeadsignEn': 'TRA Hualien Station→Ruisui', 'Direction': 0}, {'SubRouteUID': 'THB112202', 'SubRouteID': '112202', 'OperatorIDs': ['46'], 'SubRouteName': {'Zh_tw': '1122', 'En': '1122'}, 'Headsign': '瑞穗→花蓮火車站', 'HeadsignEn': 'Ruisui→TRA Hualien Station', 'Direction': 1}]",12,"{'Zh_tw': '1122', 'En': '1122'}",花蓮轉運站,Hualien Bus Sation,瑞穗,Ruisui,http://web.taiwanbus.tw/TMSData/Schematic/file/1122.jpg,2023-07-13T07:38:39+08:00,1790
THB1123,1123,False,"[{'OperatorID': '34', 'OperatorName': {'Zh_tw': '統聯客運', 'En': 'United Highway Bus Co., Ltd.'}, 'OperatorCode': 'UnitedHighwayBus', 'OperatorNo': '1201'}]",010,010,"[{'SubRouteUID': 'THB112301', 'SubRouteID': '112301', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1123', 'En': '1123'}, 'Headsign': '花蓮新站→花蓮總站→花蓮機場→花蓮新站', 'HeadsignEn': 'TRA Hualien Station→Hualien Bus Station→Hualien Airport→TRA Hualien Station', 'Direction': 0}]",12,"{'Zh_tw': '1123', 'En': '1123'}",花蓮轉運站,Hualien Bus Sation,花蓮轉運站,Hualien Bus Sation,http://web.taiwanbus.tw/TMSData/Schematic/file/1123.jpg,2023-07-13T07:38:39+08:00,1790
THB1125,1125,True,"[{'OperatorID': '34', 'OperatorName': {'Zh_tw': '統聯客運', 'En': 'United Highway Bus Co., Ltd.'}, 'OperatorCode': 'UnitedHighwayBus', 'OperatorNo': '1201'}]",010,010,"[{'SubRouteUID': 'THB112501', 'SubRouteID': '112501', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1125', 'En': '1125'}, 'Headsign': '光復火車站→豐濱', 'HeadsignEn': 'TRA Guangfu Station →Fengbin', 'Direction': 0}, {'SubRouteUID': 'THB112502', 'SubRouteID': '112502', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1125', 'En': '1125'}, 'Headsign': '豐濱→光復火車站', 'HeadsignEn': 'Fengbin→TRA Guangfu Station', 'Direction': 1}]",12,"{'Zh_tw': '1125', 'En': '1125'}",光復火車站,TRA Guangfu Station,豐濱,Fengbin,http://web.taiwanbus.tw/TMSData/Schematic/file/1125.jpg,2023-07-13T07:38:39+08:00,1790
THB1126,1126,True,"[{'OperatorID': '46', 'OperatorName': {'Zh_tw': '花蓮客運', 'En': 'Hualien Bus Co., Ltd.'}, 'OperatorCode': 'HualienBus', 'OperatorNo': '0805'}]",010,010,"[{'SubRouteUID': 'THB112601', 'SubRouteID': '112601', 'OperatorIDs': ['46'], 'SubRouteName': {'Zh_tw': '1126', 'En': '1126'}, 'Headsign': '花蓮新站→洛韶', 'HeadsignEn': 'TRA Hualien Station→Luoshao', 'Direction': 0}, {'SubRouteUID': 'THB112602', 'SubRouteID': '112602', 'OperatorIDs': ['46'], 'SubRouteName': {'Zh_tw': '1126', 'En': '1126'}, 'Headsign': '洛韶→花蓮新站', 'HeadsignEn': 'Luoshao→TRA Hualien Station', 'Direction': 1}]",12,"{'Zh_tw': '1126', 'En': '1126'}",花蓮轉運站,Hualien Bus Sation,洛韶,Luoshao,http://web.taiwanbus.tw/TMSData/Schematic/file/1126.jpg,2023-07-13T07:38:39+08:00,1790
THB1128,1128,True,"[{'OperatorID': '46', 'OperatorName': {'Zh_tw': '花蓮客運', 'En': 'Hualien Bus Co., Ltd.'}, 'OperatorCode': 'HualienBus', 'OperatorNo': '0805'}]",010,010,"[{'SubRouteUID': 'THB112801', 'SubRouteID': '112801', 'OperatorIDs': ['46'], 'SubRouteName': {'Zh_tw': '1128', 'En': '1128'}, 'Headsign': '花蓮→月眉→豐田火車站', 'HeadsignEn': 'Hualien→Yuemei→TRA Fengtian Station', 'Direction': 0}, {'SubRouteUID': 'THB112802', 'SubRouteID': '112802', 'OperatorIDs': ['46'], 'SubRouteName': {'Zh_tw': '1128', 'En': '1128'}, 'Headsign': '豐田火車站→月眉→花蓮', 'HeadsignEn': 'TRA Fengtian Station→Yuemei→Hualien', 'Direction': 1}]",12,"{'Zh_tw': '1128', 'En': '1128'}",四維高中,SZU-WEI senior high school,豐田火車站,TRA Fengtian Station,http://web.taiwanbus.tw/TMSData/Schematic/file/1128.jpg,2023-07-13T07:38:39+08:00,1790
THB1129,1129,True,"[{'OperatorID': '34', 'OperatorName': {'Zh_tw': '統聯客運', 'En': 'United Highway Bus Co., Ltd.'}, 'OperatorCode': 'UnitedHighwayBus', 'OperatorNo': '1201'}]",010,010,"[{'SubRouteUID': 'THB112901', 'SubRouteID': '112901', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1129', 'En': '1129'}, 'Headsign': '花蓮→太魯閣', 'HeadsignEn': 'Hualien→Taroko', 'Direction': 0}, {'SubRouteUID': 'THB112902', 'SubRouteID': '112902', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1129', 'En': '1129'}, 'Headsign': '太魯閣→花蓮', 'HeadsignEn': 'Taroko→Hualien', 'Direction': 1}]",12,"{'Zh_tw': '1129', 'En': '1129'}",花蓮轉運站,Hualien Bus Sation,太管處暨遊客中心,Taroko National Park Headquarters & Visitor Center,http://web.taiwanbus.tw/TMSData/Schematic/file/1129.jpg,2023-07-13T07:38:39+08:00,1790
THB1130,1130,True,"[{'OperatorID': '34', 'OperatorName': {'Zh_tw': '統聯客運', 'En': 'United Highway Bus Co., Ltd.'}, 'OperatorCode': 'UnitedHighwayBus', 'OperatorNo': '1201'}]",010,010,"[{'SubRouteUID': 'THB113001', 'SubRouteID': '113001', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1130', 'En': '1130'}, 'Headsign': '玉里→富里', 'HeadsignEn': 'Yuli→Fuli', 'Direction': 0}, {'SubRouteUID': 'THB113002', 'SubRouteID': '113002', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1130', 'En': '1130'}, 'Headsign': '富里→玉里', 'HeadsignEn': 'Fuli→Yuli', 'Direction': 1}]",12,"{'Zh_tw': '1130', 'En': '1130'}",玉里站,Yuli Station,富里站,Fuli Station,http://web.taiwanbus.tw/TMSData/Schematic/file/1130.jpg,2023-07-13T07:38:39+08:00,1790
THB1132,1132,True,"[{'OperatorID': '34', 'OperatorName': {'Zh_tw': '統聯客運', 'En': 'United Highway Bus Co., Ltd.'}, 'OperatorCode': 'UnitedHighwayBus', 'OperatorNo': '1201'}]",010,010,"[{'SubRouteUID': 'THB113201', 'SubRouteID': '113201', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1132', 'En': '1132'}, 'Headsign': '花蓮→崇德', 'HeadsignEn': 'Hualien→Chongde', 'Direction': 0}, {'SubRouteUID': 'THB113202', 'SubRouteID': '113202', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1132', 'En': '1132'}, 'Headsign': '崇德→花蓮', 'HeadsignEn': 'Chongde→Hualien', 'Direction': 1}, {'SubRouteUID': 'THB1132A1', 'SubRouteID': '1132A1', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1132A', 'En': '1132A'}, 'Headsign': '花蓮→崇德[繞駛四維高中]', 'HeadsignEn': 'Hualien→Chongde(via SZU—WEI senior high school)', 'Direction': 0}, {'SubRouteUID': 'THB1132A2', 'SubRouteID': '1132A2', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1132A', 'En': '1132A'}, 'Headsign': '崇德→花蓮[繞駛四維高中]', 'HeadsignEn': 'Chongde→Hualien(via SZU—WEI senior high school)', 'Direction': 1}]",12,"{'Zh_tw': '1132', 'En': '1132'}",花蓮轉運站,Hualien Bus Sation,崇德,Chongde,http://web.taiwanbus.tw/TMSData/Schematic/file/1132.jpg,2023-07-13T07:38:39+08:00,1790
THB1133,1133,True,"[{'OperatorID': '46', 'OperatorName': {'Zh_tw': '花蓮客運', 'En': 'Hualien Bus Co., Ltd.'}, 'OperatorCode': 'HualienBus', 'OperatorNo': '0805'}]",010,010,"[{'SubRouteUID': 'THB113301', 'SubRouteID': '113301', 'OperatorIDs': ['46'], 'SubRouteName': {'Zh_tw': '1133', 'En': '1133'}, 'Headsign': '花蓮→天祥', 'HeadsignEn': 'Hualien→Tianxiang', 'Direction': 0}, {'SubRouteUID': 'THB113302', 'SubRouteID': '113302', 'OperatorIDs': ['46'], 'SubRouteName': {'Zh_tw': '1133', 'En': '1133'}, 'Headsign': '天祥→花蓮', 'HeadsignEn': 'Tianxiang→Hualien', 'Direction': 1}]",12,"{'Zh_tw': '1133', 'En': '1133'}",花蓮轉運站,Hualien Bus Sation,天祥,Tianxiang,http://web.taiwanbus.tw/TMSData/Schematic/file/1133.jpg,2023-07-13T07:38:39+08:00,1790
THB1135,1135,True,"[{'OperatorID': '34', 'OperatorName': {'Zh_tw': '統聯客運', 'En': 'United Highway Bus Co., Ltd.'}, 'OperatorCode': 'UnitedHighwayBus', 'OperatorNo': '1201'}]",010,010,"[{'SubRouteUID': 'THB113501', 'SubRouteID': '113501', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1135', 'En': '1135'}, 'Headsign': '瑞穗→玉里', 'HeadsignEn': 'Ruisui→Yuli', 'Direction': 0}, {'SubRouteUID': 'THB113502', 'SubRouteID': '113502', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1135', 'En': '1135'}, 'Headsign': '玉里→瑞穗', 'HeadsignEn': 'Yuli→Ruisui', 'Direction': 1}, {'SubRouteUID': 'THB1135A1', 'SubRouteID': '1135A1', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1135A', 'En': '1135A'}, 'Headsign': '瑞穗→玉里[延駛玉里榮民醫院]', 'HeadsignEn': 'Ruisui→Yuli(Yuli Veterans Hospital)', 'Direction': 0}, {'SubRouteUID': 'THB1135A2', 'SubRouteID': '1135A2', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1135A', 'En': '1135A'}, 'Headsign': '玉里→瑞穗[延駛玉里榮民醫院]', 'HeadsignEn': 'Yuli→Ruisui(Yuli Veterans Hospital)', 'Direction': 1}]",12,"{'Zh_tw': '1135', 'En': '1135'}",瑞穗,Ruisui,玉里站,Yuli Station,http://web.taiwanbus.tw/TMSData/Schematic/file/1135.jpg,2023-07-13T07:38:39+08:00,1790
THB1136,1136,True,"[{'OperatorID': '34', 'OperatorName': {'Zh_tw': '統聯客運', 'En': 'United Highway Bus Co., Ltd.'}, 'OperatorCode': 'UnitedHighwayBus', 'OperatorNo': '1201'}]",010,010,"[{'SubRouteUID': 'THB113601', 'SubRouteID': '113601', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1136', 'En': '1136'}, 'Headsign': '花蓮→秀林', 'HeadsignEn': 'Hualien→Xiulin', 'Direction': 0}, {'SubRouteUID': 'THB113602', 'SubRouteID': '113602', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1136', 'En': '1136'}, 'Headsign': '秀林→花蓮', 'HeadsignEn': 'Xiulin→Hualien', 'Direction': 1}]",12,"{'Zh_tw': '1136', 'En': '1136'}",花蓮轉運站,Hualien Bus Sation,亞洲水泥廠,Asia Cement Factory,http://web.taiwanbus.tw/TMSData/Schematic/file/1136.jpg,2023-07-13T07:38:39+08:00,1790
THB1137,1137,True,"[{'OperatorID': '34', 'OperatorName': {'Zh_tw': '統聯客運', 'En': 'United Highway Bus Co., Ltd.'}, 'OperatorCode': 'UnitedHighwayBus', 'OperatorNo': '1201'}]",010,010,"[{'SubRouteUID': 'THB113701', 'SubRouteID': '113701', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1137', 'En': '1137'}, 'Headsign': '光復→富里', 'HeadsignEn': 'Guangfu→Fuli', 'Direction': 0}, {'SubRouteUID': 'THB113702', 'SubRouteID': '113702', 'OperatorIDs': ['34'], 'SubRouteName': {'Zh_tw': '1137', 'En': '1137'}, 'Headsign': '富里→光復', 'HeadsignEn': 'Fuli→Guangfu', 'Direction': 1}]",12,"{'Zh_tw': '1137', 'En': '1137'}",光復站,Guangfu Station,富里站,Fuli Station,http://web.taiwanbus.tw/TMSData/Schematic/file/1137.jpg,2023-07-13T07:38:39+08:00,1790
