StationUID,StationID,ServiceStatus,ServiceType,AvailableRentBikes,AvailableReturnBikes,SrcUpdateTime,UpdateTime,AvailableRentBikesDetail
CYI501001015,501001015,1,2,2,18,2023-07-13T12:11:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
CYI501001016,501001016,1,2,5,15,2023-07-07T17:15:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
CYI501001017,501001017,1,2,5,3,2023-07-03T22:03:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 2}"
CYI501001018,501001018,1,2,6,9,2023-07-09T14:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 1}"
CYI501001019,501001019,1,2,10,5,2023-07-13T09:09:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
CYI501001020,501001020,1,2,2,8,2023-07-11T08:39:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
CYI501001021,501001021,1,2,4,10,2023-07-03T23:33:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
CYI501001022,501001022,1,2,5,3,2023-07-03T22:11:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 2}"
CYI501001023,501001023,1,2,5,9,2023-07-08T03:39:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
CYI501001024,501001024,1,2,17,8,2023-07-13T20:34:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 1}"
CYI501001025,501001025,1,2,0,18,2023-07-09T12:25:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
CYI501001026,501001026,1,2,1,19,2023-07-13T18:47:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
CYI501001027,501001027,1,2,7,6,2023-07-03T19:21:19+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
CYI501001028,501001028,1,2,4,23,2023-07-06T22:59:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
CYI501001029,501001029,1,2,0,8,2023-07-08T04:16:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
CYI501001030,501001030,1,2,19,41,2023-07-11T23:08:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 19, 'ElectricBikes': 0}"
CYI501001031,501001031,1,2,2,18,2023-07-03T22:53:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
CYI501001032,501001032,1,2,2,10,2023-07-07T11:00:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 1}"
CYI501001033,501001033,1,2,5,14,2023-07-08T16:23:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 2}"
CYI501001035,501001035,1,2,9,4,2023-07-08T13:50:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 1}"
CYI501001036,501001036,1,2,4,21,2023-07-12T00:54:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
CYI501001037,501001037,1,2,4,7,2023-07-13T22:07:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
CYI501001038,501001038,1,2,3,16,2023-07-03T21:09:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 1}"
CYI501001039,501001039,1,2,15,15,2023-07-11T14:22:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 2}"
CYI501001040,501001040,1,2,4,14,2023-07-12T10:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
CYI501001041,501001041,1,2,6,11,2023-07-05T00:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
CYI501001042,501001042,1,2,3,15,2023-07-03T22:21:22+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 1}"
CYI501001043,501001043,1,2,7,16,2023-07-09T15:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
CYI501001044,501001044,1,2,3,30,2023-07-12T19:35:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001046,501001046,1,2,11,8,2023-07-08T12:53:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 1}"
CYI501001047,501001047,1,2,7,13,2023-07-11T05:40:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
CYI501001048,501001048,1,2,6,12,2023-07-03T21:36:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 1}"
CYI501001050,501001050,1,2,7,12,2023-07-10T18:52:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
CYI501001052,501001052,1,2,13,5,2023-07-09T02:40:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 1}"
CYI501001054,501001054,1,2,2,27,2023-07-11T05:15:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 1}"
CYI501001055,501001055,1,2,7,13,2023-07-04T00:28:14+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
CYI501001056,501001056,1,2,12,7,2023-07-11T04:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
CYI501001057,501001057,1,2,9,9,2023-07-10T20:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
CYI501001058,501001058,1,2,10,10,2023-07-12T02:16:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 1}"
CYI501001059,501001059,1,2,13,5,2023-07-03T22:51:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
CYI501001060,501001060,1,2,5,12,2023-07-04T00:09:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
CYI501001061,501001061,1,2,4,19,2023-07-03T22:13:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
CYI501001062,501001062,1,2,2,13,2023-07-13T05:43:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
CYI501001063,501001063,1,2,7,3,2023-07-13T16:36:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
CYI501001064,501001064,1,2,11,9,2023-07-11T17:52:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 1}"
CYI501001065,501001065,1,2,4,14,2023-07-11T10:03:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
CYI501001066,501001066,1,2,9,7,2023-07-11T23:25:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
CYI501001067,501001067,1,2,3,7,2023-07-03T22:50:22+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001068,501001068,1,2,5,6,2023-07-05T17:06:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 2}"
CYI501001069,501001069,1,2,5,12,2023-07-11T02:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
CYI501001070,501001070,2,2,0,12,2023-06-01T15:03:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
CYI501001071,501001071,1,2,6,9,2023-07-04T05:29:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 1}"
CYI501001072,501001072,1,2,3,9,2023-07-13T22:43:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001073,501001073,1,2,6,9,2023-07-11T05:01:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
CYI501001074,501001074,1,2,6,9,2023-07-04T00:01:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
CYI501001076,501001076,1,2,8,9,2023-07-11T18:22:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
CYI501001077,501001077,1,2,3,15,2023-07-11T13:41:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001078,501001078,1,2,2,4,2023-07-08T22:30:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
CYI501001079,501001079,1,2,13,7,2023-07-03T23:58:14+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
CYI501001080,501001080,1,2,6,6,2023-07-09T18:53:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
CYI501001081,501001081,1,2,10,17,2023-07-12T07:58:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
CYI501001083,501001083,1,2,9,11,2023-07-13T12:52:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
CYI501001084,501001084,1,2,6,7,2023-07-10T09:35:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 1}"
CYI501001085,501001085,1,2,3,14,2023-07-10T20:58:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001086,501001086,1,2,1,5,2023-07-10T12:54:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
CYI501001087,501001087,1,2,10,8,2023-07-12T16:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 2}"
CYI501001088,501001088,1,2,4,14,2023-07-04T17:26:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
CYI501001089,501001089,1,2,7,5,2023-07-10T20:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
CYI501001090,501001090,1,2,2,12,2023-07-10T03:41:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
CYI501001091,501001091,1,2,12,8,2023-07-10T01:08:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
CYI501001092,501001092,1,2,5,15,2023-07-10T18:48:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
CYI501001093,501001093,1,2,4,14,2023-07-04T00:51:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
CYI501001094,501001094,1,2,7,8,2023-07-08T08:45:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
CYI501001095,501001095,1,2,7,7,2023-07-07T08:00:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
CYI501001096,501001096,1,2,9,7,2023-07-12T06:07:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 1}"
CYI501001097,501001097,1,2,4,14,2023-07-03T23:09:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
CYI501001098,501001098,1,2,4,16,2023-07-03T22:34:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 2}"
CYI501001099,501001099,1,2,7,8,2023-07-07T10:22:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 2}"
CYI501001100,501001100,1,2,1,15,2023-07-12T01:12:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
CYI501001101,501001101,1,2,5,10,2023-07-10T00:12:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
CYI501001102,501001102,1,2,6,9,2023-07-04T00:23:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
CYI501001103,501001103,1,2,2,10,2023-07-03T23:41:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 1}"
CYI501001104,501001104,1,2,14,1,2023-07-09T20:01:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
CYI501001105,501001105,1,2,9,11,2023-07-11T05:00:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 4}"
CYI501001106,501001106,1,2,5,10,2023-07-04T00:34:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
CYI501001107,501001107,1,2,2,13,2023-07-03T21:59:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 2}"
CYI501001108,501001108,1,2,11,3,2023-07-08T14:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 2}"
CYI501001109,501001109,1,2,11,7,2023-07-12T13:26:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
CYI501001110,501001110,1,2,2,10,2023-07-03T21:45:05+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
CYI501001111,501001111,1,2,9,21,2023-07-13T22:38:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
CYI501001112,501001112,1,2,3,17,2023-07-13T02:11:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001113,501001113,1,2,3,7,2023-07-11T15:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001114,501001114,1,2,3,7,2023-07-13T11:22:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001115,501001115,1,2,7,25,2023-07-10T14:03:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
CYI501001116,501001116,1,2,2,11,2023-07-07T07:39:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 1}"
CYI501001117,501001117,1,2,11,5,2023-07-11T09:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
CYI501001118,501001118,1,2,7,8,2023-07-14T00:03:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 2}"
CYI501001119,501001119,1,2,6,9,2023-07-03T20:24:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 1}"
CYI501001120,501001120,1,2,4,16,2023-07-10T03:55:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
CYI501001121,501001121,1,2,4,26,2023-07-10T23:09:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
CYI501001122,501001122,1,2,16,8,2023-07-10T02:47:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 0}"
CYI501001123,501001123,1,2,4,13,2023-07-08T03:49:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
CYI501001124,501001124,1,2,3,12,2023-07-03T19:25:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001125,501001125,1,2,3,7,2023-07-03T21:26:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001126,501001126,1,2,5,8,2023-07-04T05:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
CYI501001127,501001127,1,2,3,12,2023-07-03T19:42:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001128,501001128,1,2,3,12,2023-07-11T09:18:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001129,501001129,1,2,6,9,2023-07-08T03:44:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
CYI501001130,501001130,1,2,10,4,2023-07-11T01:21:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
CYI501001131,501001131,1,2,4,10,2023-07-13T04:26:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
CYI501001132,501001132,1,2,4,9,2023-07-10T02:14:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
CYI501001133,501001133,1,2,7,7,2023-07-08T00:43:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
CYI501001134,501001134,1,2,4,9,2023-07-09T07:13:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 2}"
CYI501001135,501001135,1,2,7,8,2023-07-10T15:06:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
CYI501001136,501001136,1,2,5,10,2023-07-12T23:31:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 2}"
CYI501001137,501001137,1,2,6,9,2023-07-06T04:20:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
CYI501001138,501001138,1,2,4,10,2023-07-09T15:05:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
CYI501001139,501001139,1,2,9,12,2023-07-03T23:36:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
CYI501001140,501001140,1,2,6,10,2023-07-03T23:18:02+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
CYI501001141,501001141,1,2,4,14,2023-07-10T05:33:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
CYI501001143,501001143,1,2,4,11,2023-07-09T18:25:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
CYI501001144,501001144,1,2,3,12,2023-07-06T12:15:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001145,501001145,1,2,2,27,2023-07-05T19:07:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
CYI501001146,501001146,1,2,2,28,2023-07-10T06:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
CYI501001147,501001147,1,2,6,9,2023-07-11T14:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
CYI501001148,501001148,1,2,7,8,2023-07-03T02:10:20+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
CYI501001149,501001149,1,2,3,11,2023-07-13T19:32:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
CYI501001150,501001150,1,2,2,20,2023-07-09T03:09:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
CYI501001151,501001151,1,2,8,6,2023-07-03T23:49:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 2}"
CYI501001152,501001152,1,2,5,10,2023-07-12T12:08:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
CYI501001153,501001153,1,2,1,9,2023-07-13T18:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
CYI501001154,501001154,1,2,0,10,2023-07-03T18:16:18+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
CYI501001155,501001155,1,2,4,11,2023-07-12T23:08:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
