NewsID,Language,NewsCategory,Title,Description,PublishTime,StartTime,EndTime,SrcUpdateTime,UpdateTime
New0001514,Zh_tw,2,持東部台灣好行套票證明享北宜、北花來回票四人同行一人免費回程總票價再抵退200元,"<p>交通部公路總局112年端午連續假期公共運輸優惠措施，持東部台灣好行套票或合法民宿證明享北宜、北花來回票四人同行一人免費回程總票價再抵退200元，請民眾多加利用。更多端午連續假期資訊，請上「<a href=""http://ps://www.taiwan.net.tw/m1.aspx?sNo=0042996#cnyhaul-2"">112年交通部觀光局端午連續假期疏導觀光資訊專區</a>」查看。</p>",2023-06-12T09:40:36+08:00,0001-01-01T00:00:00+08:06,0001-01-01T00:00:00+08:06,2023-06-12T10:08:44+08:00,2023-07-14T00:28:54+08:00
New0001513,Zh_tw,3,112年端午連假行駛狀況 (112/6/22-112/6/25),"<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:100%"">
<tbody><tr><td>區域</td><td>路線</td><td>行駛狀況</td><td>備註</td></tr><tr><td colspan=""1"" rowspan=""16"">北部</td><td>壯圍沙丘線</td><td>平假日班次相同，依正常班次行駛。</td><td>&nbsp;</td></tr><tr><td>礁溪線-A線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>礁溪線-B線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>冬山河線</td><td>平假日班次相同，依正常班次行駛。</td><td>&nbsp;</td></tr><tr><td>宜蘭東北角海岸線</td><td>平假日班次相同，依正常班次行駛。</td><td>&nbsp;</td></tr><tr><td>北投竹子湖線</td><td>正常班次行駛</td><td>&nbsp;</td></tr><tr><td>皇冠北海岸線</td><td>正常班次行駛</td><td>&nbsp;</td></tr><tr><td>黃金福隆線</td><td>正常班次行駛</td><td>&nbsp;</td></tr><tr><td>木柵平溪線(往十分)</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>木柵平溪線(往平溪)</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>大溪快線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>石門水庫線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>小烏來線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>東眼山線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>觀霧線</td><td>正常班次行駛，往程7:10與返程16:10各加一班車。</td><td>&nbsp;</td></tr><tr><td>獅山線</td><td>平假日班次相同，依正常班次行駛。</td><td>&nbsp;</td></tr><tr><td colspan=""1"" rowspan=""15"">中部</td><td>南庄線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>臺中時尚城中城線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>埔里線</td><td>依周五~日班表行駛，另備機動加班車。</td><td>&nbsp;</td></tr><tr><td>日月潭線</td><td>依周五~日班表行駛，另備機動加班車。</td><td>&nbsp;</td></tr><tr><td>溪頭線-台中出發</td><td>依平日班表行駛，另備機動加班車。</td><td>&nbsp;</td></tr><tr><td>溪頭線-彰化出發</td><td>依周一~周五班表行駛</td><td>&nbsp;</td></tr><tr><td>車埕線</td><td>平假日班次相同，依正常班次行駛。</td><td>&nbsp;</td></tr><tr><td>集集線</td><td>平假日班次相同，依正常班次行駛。</td><td>&nbsp;</td></tr><tr><td>清境線</td><td>依平日班表行駛，另備機動加班車。</td><td>&nbsp;</td></tr><tr><td>東埔線</td><td>依班表正常行駛</td><td>&nbsp;</td></tr><tr><td>鹿港祈福線</td><td>依班表正常行駛</td><td>&nbsp;</td></tr><tr><td>鹿港祈福快線</td><td>依班表正常行駛</td><td>&nbsp;</td></tr><tr><td>北港虎尾線</td><td>依班表正常行駛</td><td>&nbsp;</td></tr><tr><td>斗六古坑線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>雲林草嶺線(周三~周日運行)</td><td>依班表正常行駛</td><td>&nbsp;</td></tr><tr><td colspan=""1"" rowspan=""16"">南部</td><td>光林我嘉線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>故宮南院線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>阿里山-A線(高鐵出發)部分班次經奮起湖</td><td>路線無區分平假日，正常行駛</td><td>&nbsp;</td></tr><tr><td>阿里山-B線(臺鐵出發)部分班次經奮起湖</td><td>路線無區分平假日，正常行駛(去回程各減2班次)</td><td><p>阿里山一般民行班次去回程各減2班</p><p>去程07:55、09:55停駛</p><p>返程11:40、14:40停駛</p></td></tr><tr><td>瑞里線</td><td>正常行駛（假日及國定假日行駛)</td><td>&nbsp;</td></tr><tr><td>88府城巡迴線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>99安平台江線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>山博行線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>西濱快線</td><td>依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>關子嶺線</td><td>正常行駛（六、日及國定假日行駛)</td><td>&nbsp;</td></tr><tr><td>菱波官田線</td><td>正常行駛（六、日及國定假日行駛)</td><td>&nbsp;</td></tr><tr><td>墾丁快線</td><td>連假期間每日機動加開至60班次或以上(原42班)</td><td>&nbsp;</td></tr><tr><td>神山線</td><td>按預約搭乘情形行駛</td><td>&nbsp;</td></tr><tr><td>大鵬灣琉球線</td><td>連假期間每日機動加開至30班次或以上(原28班)</td><td>&nbsp;</td></tr><tr><td>斯卡羅線</td><td>按預約搭乘情形行駛</td><td>&nbsp;</td></tr><tr><td>185沿山可愛咖線</td><td>按預約搭乘情形行駛</td><td>&nbsp;</td></tr><tr><td colspan=""1"" rowspan=""10"">東部</td><td>縱谷花蓮線一日遊303B(週二~週日行駛)</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>縱谷花蓮線一日遊303C(週一行駛)</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>縱谷花蓮線半日遊303D(每日行駛)</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>太魯閣線</td><td>連假期間依假日班次行駛</td><td>&nbsp;</td></tr><tr><td>洄瀾東海岸線</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>縱谷鹿野線</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>玉長豐濱線</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>東部海岸線(一日行程)</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>東部海岸線(上午半日)</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>東部海岸線(下午~晚上行程)</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td colspan=""1"" rowspan=""17"">離島</td><td>媽宮北環線</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>媽宮湖西線</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>A-水頭翟山線</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>B-古寧頭戰場線</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>C-獅山民俗村線</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>D-榕園太湖線</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>E線-風獅爺主題(上午)路線(週六行駛)</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>E線-風獅爺主題(下午)路線(週六行駛)</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>F-尋城趣文化小旅行</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>南竿-媽祖巨神像線-東線</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>南竿-媽祖巨神像線-西線</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>北竿-戰爭和平公園線(上午)</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>北竿-戰爭和平公園線(下午)</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>莒光-東犬燈塔線(東莒A線)</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>莒光-東犬燈塔線(西莒B線)</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>東引-國之北疆線(上午)</td><td>正常行駛</td><td>&nbsp;</td></tr><tr><td>東引-國之北疆線(下午)</td><td>正常行駛</td><td>&nbsp;</td></tr>
</tbody>
</table><p>&nbsp;</p>",2023-06-08T09:13:04+08:00,0001-01-01T00:00:00+08:06,0001-01-01T00:00:00+08:06,2023-06-08T09:40:52+08:00,2023-07-14T00:28:54+08:00
New0001512,Zh_tw,3,【鹿港祈福線】112年6月1日至6月30日班次異動,"<p>112年6月1日至6月30日班次異動，<br />
鹿港祈福線暫停行駛假日增開班次，調整為11班次。現依表定時刻表行駛不分平日假日。</p>",2023-06-02T09:32:04+08:00,0001-01-01T00:00:00+08:06,0001-01-01T00:00:00+08:06,2023-06-02T09:32:04+08:00,2023-07-14T00:28:54+08:00
New0001511,Zh_tw,0,台灣好行［綠19］東北角海岸線 試辦部份班次延駛至（福隆）自112年７月１日起停止試辨,"<p><img alt="""" src=""/download/Ckeditor/101428.jpg"" style=""height:867px; width:600px"" /></p>",2023-06-01T10:14:23+08:00,0001-01-01T00:00:00+08:06,0001-01-01T00:00:00+08:06,2023-06-01T10:19:33+08:00,2023-07-14T00:28:54+08:00
New0001486,Zh_tw,0,【台灣好行-716皇冠北海岸線】112年5月1日起，站點及班次調整公告,"<p>【716皇冠北海岸線】自112年5月1日起，<br />
1. 新增「國聖埔」站，全程共計19站。<br />
2. 班次調整：夏季每日來回共計12班次；冬季平日停駛，例假日來回共計12班次。<br />
淡水捷運站發車：09:00、10:00(低地板公車)、11:30、13:00、14:00(低地板公車)、15:00<br />
野柳地質公園站發車：11:00、12:00(低地板公車)、13:30、15:00、16:00(低地板公車)、17:00<br />
備註：低地板公車無停靠「基督教平安園」、「筠園」、「朱銘美術館」、「金山舊機場遺址」站。</p><p>除716路線外，可搭配新北市區公車862、863等路線遊北海岸。<br />
新北市區公車班次請參考大台北公車網站。<br />
https://ebus.gov.taipei/Dybus.aspx</p>",2023-04-26T16:15:20+08:00,0001-01-01T00:00:00+08:06,0001-01-01T00:00:00+08:06,2023-04-28T15:14:20+08:00,2023-07-14T00:28:54+08:00
New0001484,Zh_tw,1,愛媽媽優惠 台灣好行縱谷花蓮線郵輪式公車5/1開駛,"<p>交通部觀光局花東縱谷國家風景區管理處（下稱縱管處）為提升台灣好行縱谷花蓮線服務，於去（111）年推出試營運限定版郵輪式公車後，獲得熱烈迴響及超高詢問度。為回應遊客們的引頸期盼，縱管處偕同太魯閣客運，於今年5月1日起，將台灣好行縱谷花蓮線正式轉型為郵輪式公車。提供有別於一般到站即離的傳統公車模式，原車帶您走到哪、玩到哪，遊客再也不用花時間查找公車時刻表、苦思行程、安排交通，只要搭上縱谷花蓮線郵輪式公車，就可以最輕鬆、便捷、零負擔的方式玩遍花東縱谷代表性景點！</p><p>自112年5月1日起推出的縱谷花蓮線郵輪式公車，更因應遊客需求規劃一日遊及半日遊兩種路線，一日遊為延續去年試營運時深獲遊客青睞的路線，上午10點自花蓮轉運站出發，沿途遊覽慶修院（遇週一停靠松園別館）、鯉魚潭、花蓮觀光糖廠及雲山水，全程約7.5小時；新開發的半日遊則是12點30分出發，停靠理想大地渡假飯店-豐之谷自然生態公園、林田山林業文化園區及立川漁場等處，全程約5.5小時。</p><p>一日遊套票全票新臺幣（下同）390元、優惠票250元，半日遊套票全票320元，優惠票210元，若兩條路線都不想錯過的遊客，還可以選擇全票680元，優惠票430元的二日券套票（套票票價均不含景點門票）。購買套票的遊客可享有公車座位及沿線站點配合商家提供的優惠，更好康的是，為了慶祝郵輪式公車首行並回饋乘客，太魯閣客運推出母親節檔期加碼優惠，凡於112年5月1日至14日間以套票搭乘縱谷花蓮線郵輪式公車的遊客，一日遊的雲山水門票（原價120元）及半日遊的豐之谷自然生態公園門票（原價300元），將由太魯閣客運買單！每班次座位數有限，心動者務必手刀進入購票網頁下訂（https://www.dihoway.com/），以免向隅！另外溫馨提醒若有購買縱谷花蓮線轉型前套票的遊客，可至原購票處辦理退票或補差額換票。</p><p>縱管處郭振陵處長表示，近年來國內提倡綠色旅遊，即在旅遊過程中，朝環保、低碳方向規劃旅遊行程，以降低環境負荷、維護自然景觀生態。另交通部觀光局為鼓勵自由行旅客搭乘公共運輸，也將於近期內推出「使用電子票證（含行動支付）搭乘台灣好行優惠路線，得享有票價半價優惠」的措施。這時消費者可能會好奇那是否以電子票證刷卡上車會比購買套票來的划算呢？的確在半價優惠措施下，電子票證刷卡上車的優點是票價會相對低廉，但選擇購買套票則享有保留座位及沿線站點配合商家提供的優惠，而以電子票證刷卡上車者，則無保留座位及商家優惠。兩種方案提供消費者依各自需求評估選擇。不論哪種選擇，只要搭乘縱谷花蓮線，您都可以身體力行響應綠色旅遊，並以最輕鬆的方式享受花東縱谷的壯麗山色與人文風情。</p><p>發布日期：112年4月25日</p><p>新聞發言人：莊副處長名豪&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 電話：0972-850311</p><p>新聞聯絡人：羅課長美齡&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 電話：0952-107877</p><p><img alt="""" src=""/download/Ckeditor/messageImage_1682414844464.jpg"" style=""height:200px; width:300px"" /><img alt="""" src=""/download/Ckeditor/messageImage_1682414850576.jpg"" style=""height:200px; width:300px"" /><img alt="""" src=""/download/Ckeditor/messageImage_1682414781801.jpg"" style=""height:225px; width:300px"" /></p><p><img alt="""" src=""/download/Ckeditor/messageImage_1682414801492.jpg"" style=""height:225px; width:300px"" /><img alt="""" src=""/download/Ckeditor/messageImage_1682414814305.jpg"" style=""height:200px; width:300px"" /><img alt="""" src=""/download/Ckeditor/messageImage_1682414820830.jpg"" style=""height:200px; width:300px"" /></p><p><img alt="""" src=""/download/Ckeditor/messageImage_1682414831410.jpg"" style=""height:200px; width:300px"" /><img alt="""" src=""/download/Ckeditor/messageImage_1682414837662.jpg"" style=""height:200px; width:300px"" /><img alt="""" src=""/download/Ckeditor/messageImage_1682414778084.jpg"" style=""height:196px; width:300px"" /></p><p><img alt="""" src=""/download/Ckeditor/messageImage_1682414785460.jpg"" style=""height:200px; width:300px"" /><img alt="""" src=""/download/Ckeditor/messageImage_1682414789418.jpg"" style=""height:200px; width:300px"" /><img alt="""" src=""/download/Ckeditor/messageImage_1682414795260.jpg"" style=""height:200px; width:300px"" /></p><p>&nbsp;</p>",2023-04-25T18:03:44+08:00,0001-01-01T00:00:00+08:06,0001-01-01T00:00:00+08:06,2023-04-26T10:03:26+08:00,2023-07-14T00:28:54+08:00
New0001471,Zh_tw,0,臺南台灣好行推出特約商店 持一日車票享多重優惠,"<p><strong>臺南台灣好行推出特約商店 持一日車票享多重優惠</strong></p><p>&nbsp;&nbsp;&nbsp;臺南市政府觀光旅遊局112年4月15日起，推出臺南台灣好行特約商店，目前已超過30家！遊客只要憑88府城巡迴線、99安平台江線或山博行線一日車票至特約商店，即可享不同的優惠方案，邀請大家來臺南搭乘台灣好行觀光公車，好康優惠一網打盡！</p><p>&nbsp;臺南市長黃偉哲表示，本市88府城巡迴線、99安平台江線及山博行線3條台灣好行路線，主要行經臺南熱門古蹟、特色街道巷弄、生態景區等觀光景點，都是各地遊客來臺南不容錯過的到訪之處，為了讓遊客們可以免除塞車、尋找停車位等困擾，推薦大家搭乘台灣好行觀光公車，提供快速接駁的交通運具服務，可以為遊程省去許多轉乘時間。</p><p>臺南市政府觀光旅遊局代理局長林國華表示，112年起招募臺南台灣好行特約店家，提供本市台灣好行旅客更多優惠內容，特約商家涵蓋了食宿遊購四大類別，讓遊客規劃遊程時，同時也可替荷包省下旅費，歡迎大家多多運用台灣好行遊臺南，建議遊客出發前可先至台灣好行官網(<a href=""https://www.taiwantrip.com.tw/Frontend"">https://www.taiwantrip.com.tw/Frontend</a>)查詢路線資訊，或是本市台灣好行特約商店地圖(<a href=""https://reurl.cc/qkvXGy"">https://reurl.cc/qkvXGy</a>)掌握最新優惠內容。</p><p>　　臺南市政府觀光旅遊局表示，臺南台灣好行觀光公車適合各種旅遊客群，像是樂齡族可透過88府城巡迴線來趟臺南老屋之旅，上午至「永華站」附近的日治時期老戲院－戎舘，一樓為黑橋牌門市可採購伴手禮，憑一日車票享自製品全面95折、條子肉乾系列任選3件88折的優惠，二樓設有藝文展覽可自由參觀，中午至「臺南火車站」後站的香格里拉飯店10樓遠東Caf&eacute;自助餐廳享用午餐，週六日享88折優惠，每張一日車票可享優惠上限為4位，下午再至「赤崁樓站」附近的全美戲院參加免費的臺南散步導覽路線－老屋老店老生活；接著推薦年輕族群呼朋引伴搭乘99安平台江線，體驗水上遊憩活動、安平老街的文化氣息及體驗台南夜生活，上午至「億載金城站」附近的樂活海洋學院搭乘飛帆遊港專案，憑一日車票現折100元，中午至「台南大員皇冠假日酒店」餐廳用餐，憑一日車票享9折優惠，下午至「延平街站」逛逛安平老街，也可至得意蝦餅採購伴手禮，憑一日車票享95折優惠，還可免費兌換蝦餅試吃體驗包，晚上再至「中正商圈站」附近的Bark露天茶飲酒吧(台南海安店)，憑一日車票享調酒、啤酒、飲料買一送一，再加碼送炸點一份（一桌限一份）；而山博行線非常適合親子族群規劃二日遊行程，上午可至「左鎮化石園區」或「臺南水道博物館」參訪，憑一日車票均可享門票優惠價，中午至「南科贊美酒店」的虹橋港式飲茶用餐，憑一日車票即贈每日限量20份的冰火菠蘿包1個或價值80元飲品1杯，且入住加贈價值250元迎賓飲品兌換券1張，並附設兒童遊戲室、游泳池、漆彈場、棋藝室、KTV、阿嬤的菜園等豐富體驗設施，第2天上午再至「南瀛天文園區」參觀，憑一日車票可領取神秘天文文創小禮1份，只要2天就可輕鬆暢遊臺南三大博物館，讓小孩放電的同時也能獲得知識！更多臺南台灣好行觀光公車路線資訊，請上台灣好行官網(<a href=""https://www.taiwantrip.com.tw/Frontend"">https://www.taiwantrip.com.tw/Frontend</a>)查詢。</p><p>◎照片1：台灣好行特約商店識別標誌(QR CODE可連結至特約商店地圖)</p><p><img alt="""" src=""/download/Ckeditor/台灣好行特約商店識別標誌(QR CODE可連結至特約商店地圖).jpg"" style=""height:400px; width:400px"" /></p><p>◎照片2：台灣好行特約商店列表</p><p><img alt="""" src=""/download/Ckeditor/臺南市台灣好行 特約業者清單.jpg"" style=""height:991px; width:700px"" /></p><p>&nbsp;</p><p>◎照片3：山博行線一日車票還可免費當日不限次數可免費轉乘綠幹線與橘幹線</p><p><img alt="""" src=""/download/Ckeditor/山博行線一日車票還可免費當日不限次數可免費轉乘綠幹線與橘幹線.jpg"" style=""height:534px; width:400px"" /></p><p>◎照片4：遊客們搭乘山博行線至台南山上花園水道博物館享門票50元優惠價</p><p><img alt="""" src=""/download/Ckeditor/遊客們搭乘山博行線至台南山上花園水道博物館享門票50元優惠價.jpg"" style=""height:300px; width:400px"" /></p><p>◎照片5：台灣好行特約商店－銀戀，來店前10名憑一日車票送品牌鑰匙圈１份。</p><p><img alt="""" src=""/download/Ckeditor/台灣好行特約商店－銀戀，來店前10名憑一日車票送品牌鑰匙圈１份。.jpg"" style=""height:533px; width:400px"" /></p><p>&nbsp;</p>",2023-04-13T11:04:49+08:00,0001-01-01T00:00:00+08:06,0001-01-01T00:00:00+08:06,2023-04-13T11:21:08+08:00,2023-07-14T00:28:54+08:00
New0001400,Zh_tw,3,因應疫情警戒，異動路線清單,"<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:800px"">
<tbody><tr><td colspan=""4"">疫情異動清單</td></tr><tr><td>區域</td><td>縣市</td><td>路線</td><td>狀態</td></tr><tr><td colspan=""1"" rowspan=""2"">北部</td><td>新北</td><td>黃金福隆線</td><td>110/10/9起<br />
	平日行駛班次(09:00、12:00、15:10瑞芳發車/10:25、13:25、16:25馬崗發車)<br />
	假日行駛班次(09:00、10:00、12:00、13:00、15:10瑞芳發車/10:25、11:25、13:25、14:25、16:25馬崗發車)</td></tr><tr><td>桃園</td><td>501大溪快線</td><td>110/8/12起恢復行駛，惟仍有部分班次停駛，民眾可於此路線頁面查詢疫情期間時刻表。<br />
	★平日班次由18班次縮減為14班次<br />
	★假日班次由26班次縮減為24班次</td></tr><tr><td colspan=""1"" rowspan=""6"">中部</td><td>彰化</td><td><p>鹿港祈福線</p></td><td><p>112年5月1日至5月31日班次異動，鹿港祈福線暫停行駛假日增開班次，調整為11班次。現依表定時刻表行駛不分平日假日。</p></td></tr><tr><td>南投</td><td>埔里線</td><td>111/12/1起，班次異動<br />
	6670H<br />
	週一至週四：行駛11班次<br />
	週五至週日：行駛12班次</td></tr><tr><td>&nbsp;</td><td>日月潭線</td><td><p>(1)日月潭線直達<br />
	自111年12月1日起實施 ，調整部分班次，班次統計如下：<br />
	<br />
	6670：每日行駛3班次<br />
	<br />
	6670B<br />
	週一~週四：行駛5班次<br />
	週五~週日：行駛10班次</p><p>6670E(往航空站)持續停駛<br />
	6670F(往向山)<br />
	週一~週四：行駛7班次<br />
	週五~週日：行駛8班次</p></td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>(2)日月潭線經埔里<br />
	自111年12月1日起實施 ，調整部分班次，班次統計如下：<br />
	6670D(經埔里)<br />
	週一~週四：行駛17班次<br />
	週五~週日：行駛20班次</td></tr><tr><td>&nbsp;</td><td>清境線</td><td>每日行駛10班次</td></tr><tr><td>&nbsp;</td><td>溪頭線-台中出發</td><td>111/7/1起恢復部分班次<br />
	詳情可上客運官網查詢 <a href=""http://www.ntbus.com.tw/tour-xitou.html"">http://www.ntbus.com.tw/tour-xitou.html</a><br />
	去程17班次、回程17班次，共34班次</td></tr><tr><td colspan=""1"" rowspan=""6"">南部</td></tr><tr><td>嘉義</td><td>阿里山B線(臺鐵出發)</td><td>嘉義縣公共汽車管理處為因應駕駛人力短缺及旅客遞減，自112年5月25日起至7月31日止，一般公車【7322 嘉義-阿里山】路線實施短期減班，減班之班次如下：<br />
	去程-大雅站至阿里山 07:55、09:55<br />
	回程-阿里山至大雅站 11:40、14:40</td></tr><tr><td>台南</td><td>88府城巡迴線</td><td>111/1/1起，復駛假日整點班次，<br />
	共計11班次： 1000、1100、1200、1300、1400、1500、1600、1700、1800、1900、2000</td></tr><tr><td>&nbsp;</td><td>99安平台江線</td><td>111/11/12起，復駛假日16班次：<br />
	去程：08:20(延駛路線) 、09:20(延駛路線) 、10:20(延駛路線)、11:20(一般路線)、<br />
	12:20(延駛路線)、14:20(延駛路線)、15:20(延駛路線)、16:20(一般路線)<br />
	返程：10:30(延駛路線)、12:30(延駛路線)、13:30(一般路線)、<br />
	14:30(延駛路線)、16:30(延駛路線) 、17:00(延駛路線) 、17:30(延駛路線)、17:30(一般路線)</td></tr><tr><td colspan=""1"" rowspan=""2"">屏東</td><td colspan=""1"" rowspan=""2"">墾丁快線</td><td colspan=""1"" rowspan=""2"">111/7/1路線異動說明<br />
	平假日調整為「每日42班次」。</td></tr>
</tbody>
</table><p>&nbsp;</p>",2023-02-08T09:51:51+08:00,2023-07-13T00:00:00+08:00,2023-12-31T00:00:00+08:00,2023-07-13T09:32:35+08:00,2023-07-14T00:28:54+08:00
New0001356,Zh_tw,3,台灣好行-「清水岩線」、「彰南快線」，自112年1月1日起停駛,"<p>台灣好行「清水岩線」、「彰南快線」於111年12月31日營運期滿，且既有公路客運多數可抵達彰南地區重要的觀光景點，兩條路線自112年1月1日起停駛，再次感謝支持台灣好行的遊客。</p><p>台灣好行熱門路線「鹿港祈福線」，該路線自台中高鐵站發車，繞經彰化市區到鹿港鎮，穿梭在彰化市區感受巷弄間的人文風采、品嘗在地傳統美食小吃及彰化最具代表性景點-八卦山大佛風景區、扇形車庫，另鹿港祈福快線不進彰化市區，大幅縮減交通時間，遊客可以更快速地抵達鹿港地區旅遊，此外，於易遊網、燦星旅遊、KKDAY及IBON等通路都有在販售台灣好行套票，歡迎大家搭乘台灣好行來彰化旅遊，輕鬆又便利。</p><p>台灣好行超值套票：<a href=""https://www.taiwantrip.com.tw/Frontend/Reservation/Index/City000010?AreaName=BAL0000002"">https://www.taiwantrip.com.tw/Frontend/Reservation/Index/City000010?AreaName=BAL0000002</a></p><p><img alt="""" src=""/download/Ckeditor/停駛公告_1.jpg"" style=""height:422px; width:300px"" />&nbsp; &nbsp; &nbsp;<img alt="""" src=""/download/Ckeditor/停駛公告_2.jpg"" style=""height:422px; width:300px"" /></p>",2022-12-23T10:59:24+08:00,0001-01-01T00:00:00+08:06,0001-01-01T00:00:00+08:06,2022-12-23T10:59:24+08:00,2023-07-14T00:28:54+08:00
New0001334,Zh_tw,0,【33】台灣好行關子嶺線改道公告,"<p>西拉雅國家風景管理處&nbsp;<br />
&nbsp;<br />
為配合臺南市姐妹連線促進會舉辦「111年第十二屆畫我故鄉關懷孩童活動」，111年12月3日(六)07:00-13:00 台灣好行33【高鐵嘉義站-關子嶺】」，暫不停靠『後壁火車站』站位，改由『後壁區公所』站位上、下車，造成不便之處，敬請見諒。</p><p><img alt="""" src=""/download/Ckeditor/1669970611385.jpg"" style=""height:709px; width:500px"" /></p>",2022-12-02T16:44:16+08:00,0001-01-01T00:00:00+08:06,0001-01-01T00:00:00+08:06,2022-12-02T16:44:16+08:00,2023-07-14T00:28:54+08:00
