StationUID,StationID,ServiceStatus,ServiceType,AvailableRentBikes,AvailableReturnBikes,SrcUpdateTime,UpdateTime,AvailableRentBikesDetail
HSQ500501029,500501029,1,2,18,0,2023-07-11T12:21:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 1}"
HSQ500501030,500501030,1,2,8,10,2023-07-13T19:40:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
HSQ500501031,500501031,1,2,8,7,2023-07-08T19:08:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
HSQ500501032,500501032,1,2,11,6,2023-07-13T08:00:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
HSQ500501033,500501033,1,2,9,6,2023-07-10T09:40:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
HSQ500501034,500501034,1,2,1,19,2023-07-09T07:33:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
HSQ500501035,500501035,1,2,7,8,2023-07-11T16:26:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSQ500501036,500501036,1,2,9,6,2023-07-12T03:58:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
HSQ500501037,500501037,1,2,12,3,2023-07-09T18:29:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 1}"
HSQ500501038,500501038,1,2,12,3,2023-07-13T08:14:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
HSQ500501039,500501039,1,2,7,13,2023-07-09T15:14:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSQ500501040,500501040,1,2,13,1,2023-07-04T00:03:15+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 2}"
HSQ500501041,500501041,1,2,10,5,2023-07-08T03:35:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 1}"
HSQ500501042,500501042,1,2,12,2,2023-07-11T07:13:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 1}"
HSQ500501043,500501043,1,2,14,1,2023-07-09T11:24:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
HSQ500501044,500501044,1,2,12,3,2023-07-10T21:21:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 1}"
HSQ500501045,500501045,1,2,8,7,2023-07-12T01:47:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
HSQ500501046,500501046,1,2,8,7,2023-07-12T13:28:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
HSQ500501047,500501047,1,2,5,10,2023-07-10T07:33:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 1}"
HSQ500501048,500501048,1,2,5,10,2023-07-08T13:23:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
HSQ500501050,500501050,1,2,12,3,2023-07-05T15:35:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
HSQ500501052,500501052,1,2,13,2,2023-07-11T22:13:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
HSQ500501053,500501053,1,2,2,23,2023-07-11T19:43:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
HSQ500502001,500502001,1,2,4,7,2023-07-03T23:57:15+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
HSQ500502002,500502002,1,2,2,10,2023-07-08T14:31:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 1}"
HSQ500502003,500502003,1,2,6,14,2023-07-10T19:59:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 2}"
HSQ500502004,500502004,1,2,4,8,2023-07-12T21:18:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
HSQ500502005,500502005,1,2,13,6,2023-07-10T03:44:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 1}"
HSQ500502006,500502006,1,2,7,4,2023-07-03T19:11:17+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSQ500502007,500502007,1,2,8,6,2023-07-04T17:06:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
HSQ500502008,500502008,1,2,2,13,2023-07-11T00:54:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
HSQ500502009,500502009,1,2,14,20,2023-07-13T11:56:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
HSQ500502010,500502010,1,2,9,3,2023-07-05T16:53:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
HSQ500502011,500502011,1,2,6,6,2023-07-12T07:18:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
HSQ500502012,500502012,1,2,0,15,2023-07-06T14:52:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
HSQ500502013,500502013,1,2,3,17,2023-07-04T18:31:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
HSQ500502014,500502014,1,2,5,13,2023-07-09T04:59:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
HSQ500502015,500502015,1,2,7,5,2023-07-12T23:41:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSQ500502016,500502016,1,2,5,7,2023-07-13T13:19:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
HSQ500502017,500502017,1,2,4,7,2023-07-11T13:54:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
HSQ500502018,500502018,1,2,6,5,2023-07-10T09:01:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
HSQ500503001,500503001,1,2,9,5,2023-07-10T13:16:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
HSQ500503002,500503002,1,2,5,7,2023-07-11T06:42:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
HSQ500503003,500503003,1,2,3,10,2023-07-04T00:43:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
HSQ500503004,500503004,1,2,7,5,2023-07-13T04:10:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSQ500503005,500503005,1,2,11,1,2023-07-08T10:22:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
HSQ500503006,500503006,2,2,0,18,2023-07-04T01:49:32+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
HSQ500503007,500503007,1,2,13,7,2023-07-04T01:49:01+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
HSQ500503008,500503008,1,2,8,4,2023-07-13T20:57:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
HSQ500503009,500503009,1,2,6,6,2023-07-03T20:17:52+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
HSQ500503010,500503010,1,2,6,9,2023-07-10T11:39:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
HSQ500503011,500503011,1,2,6,6,2023-07-11T03:21:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
HSQ500503012,500503012,1,2,0,20,2023-07-03T22:38:15+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
HSQ500503013,500503013,1,2,12,3,2023-07-13T05:07:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
HSQ500503014,500503014,1,2,4,16,2023-07-05T20:16:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
HSQ500503015,500503015,1,2,7,8,2023-07-12T20:10:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSQ500503016,500503016,1,2,1,24,2023-07-13T06:35:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
HSQ500503017,500503017,1,2,7,5,2023-07-03T23:13:15+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSQ500503018,500503018,1,2,5,7,2023-07-09T21:43:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
HSQ500504001,500504001,1,2,5,7,2023-07-10T00:25:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
HSQ500504002,500504002,1,2,10,2,2023-07-11T13:53:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
HSQ500504003,500504003,1,2,10,8,2023-07-12T11:06:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
HSQ500504004,500504004,1,2,5,30,2023-07-11T17:29:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
HSQ500504005,500504005,1,2,7,5,2023-07-07T15:47:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSQ500504006,500504006,1,2,8,4,2023-07-03T19:36:17+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
HSQ500504007,500504007,1,2,6,9,2023-07-12T02:39:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
HSQ500504008,500504008,1,2,7,5,2023-07-03T20:41:17+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSQ500504009,500504009,1,2,6,6,2023-07-12T05:25:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
HSQ500504010,500504010,1,2,7,5,2023-07-12T23:38:04+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
HSQ500504011,500504011,1,2,9,2,2023-07-03T18:14:05+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
HSQ500504012,500504012,1,2,7,13,2023-07-09T03:15:26+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSQ500504013,500504013,1,2,7,5,2023-07-03T21:10:23+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSQ500504014,500504014,1,2,6,3,2023-07-03T22:22:02+08:00,2023-07-14T00:29:34+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
