ScenicSpotID,ScenicSpotName,DescriptionDetail,Description,Phone,Address,ZipCode,Picture,Position,Class2,Level,ParkingPosition,TicketInfo,Remarks,Keyword,City,SrcUpdateTime,UpdateTime
C1_376430000A_000503,金車咖啡文教館,台灣本土飲料老牌子「金車飲料」在中壢有開放參觀囉！「Mr. Brown～咖啡～」每當這耳熟能響的廣告曲在耳畔響起，想必大家的腦海中就會浮現出一位穿著白色西裝、留著濃密大鬍子、一手拿著咖啡、一手比著讚的伯朗大叔，他就是金車公司旗下伯朗咖啡的商標，也是台灣罐裝咖啡的代表品牌之一。金車公司於1979年在桃園市中壢區設立工廠，並推出「金車麥根沙士」引起消費者的注意，爾後於工廠內設置咖啡生產線，開始生產罐裝咖啡，也就是現在的伯朗咖啡，並以伯朗先生作為至今不變的商標形象，伯朗先生洋化的外貌，象徵其源自於中南美洲，恰好與咖啡的盛產地相符合，這也是金車最初設計商標的概念。1982年5月，第一批伯朗咖啡上市就創下極高的市佔率，並持續研發推出不同風味的咖啡，讓消費者有更多元的選擇。中壢厰區內綠化規劃相當完善，像一座大型的公園，有別於一般工廠給人的刻板印象，甚至吸引拍婚紗照的新人來此取景。為了推廣安心實在的飲料品牌，目前廠區開放學校團體參觀，參觀者可於廠內建造咖啡產線參觀走廊，了解有名的伯朗咖啡是如何製造、咖啡豆是從哪些國家進口、如何將咖啡充填&hellip;等知識，參觀採預約制免費導覽介紹，是一個富教育性的戶外教學場所。想跟熱情的伯朗大叔合影留念嗎?想知道伯朗咖啡、奧利多水、健酪、寶礦力水得的生產過程嗎？歡迎來電預約參觀唷！,從咖啡豆的精心挑選、掌握最佳烘焙程度、到最終的設計包裝，走逛每個生產環節，就能明白成就一杯香醇咖啡有多麼不簡單！,886-3-4651121#257,桃園市320中壢區榮民南路412號,320,台鐵中壢站下車，至桃園客運中壢總站轉乘169路公車（中壢→華勛社區），於金車公司站下車。,■ 週一至週五，09:30~12:00(最晚11:00入場)/13:30~17:00(最晚16:00入場)。,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/10141/640x480_image635755965050903844.jpg', 'PictureDescription1': '伯朗咖啡參觀走廊'}","{'PositionLon': 121.25444793701172, 'PositionLat': 24.948179244995117, 'GeoHash': 'wsqjzjwv9'}",備有停車場,{},免費，需提前一週以上電話預約參觀,開放15人以上團體(國小生以上)報名，請提前一週以上預約，暫不接受個人預約，導覽約1小時。服務電話：03-4651121#257或#251,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000505,八德埤塘自然生態公園,■ 部分園區因應施工暫停開放，預計七月底恢復全區開放，欲洽詢開放詳情請電洽八德區公所(03-3683155#279)。雞鴨鵝大集合，水塘同樂會開趴！這裡不是農村，而是結合友善生態、休閒遊憩的環教場所。佔地5公頃的八德埤塘自然生態公園像是一艘綠色方舟，讓人們遠離興豐路上的喧鬧車聲，聆聽最天然的｢動植物奏鳴曲｣和享受貼近大自然的無比愜意。園區主入口成列的參天榕樹讓旅人們迫不急待展開這趟親綠之旅。沿著步道行經公園管理中心，設有一間景觀咖啡屋，木造房的溫潤質感搭配手工麵包、餅乾和手沖咖啡堪為絕配，行程中的留白用一頓下午茶來填滿。滿足了味蕾後，帶著好奇心持續探索園區內的豐富生態。仍保留灌溉功能的埤塘，也是一處充滿生命力的自然場域；池內有台灣萍蓬草、金魚藻、荷花、水丁香等水生植物，池邊則有多種灌木、喬木。而隨著時節更迭，還可期待與樹蛙、蜻蜓、白鷺鷥、野鴨、水鳥等動物來個驚喜巧遇！除了環池步道，園區內的親水護岸、濕地平台、景觀高架涼亭、木棧道等，都是旅人們可近距離觀賞多樣性生態的據點。而為了不破壞生物棲地並維護埤塘，園區設施皆採自然工法。 不只是水岸精彩，園區內另設有開放性的草皮大廣場，每到假日總能見到人們席地而坐野餐、奔跑嬉戲的熱鬧場景。而公園因坐擁廣闊的腹地與頗具特色的自然，曾被列為「桃園地景藝術節」展區之一。現園區次要入口即可見「四眼蛙蛙」大型裝置藝術。,超大草皮加上和煦陽光就能成就一場美好的湖畔野餐約會，除了享受美景美食之外，一旁還有水鳥野鴨優雅經過，打造濃濃鄉村風。,886-3-3322101,桃園市334八德區興豐路1315號,334,1.搭乘中壢客運(桃園火車站後站)130線於生態公園站下車2.搭乘桃園客運(桃園火車站後站)5060線於榮民之家站下車3.搭乘桃園客運(桃園火車站後站)5010線或於前站搭乘157線於「八德站」(八德區公所)下車，接著於「八德區公所」轉乘「八德免費市民公車」搭乘紅線或藍線(皆可)，至「八德生態公園站」下車即達。,全年無休,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/60110/640x480_attractions-image-kajlslh8pegaxil2xnseda.jpg', 'PictureDescription1': '八德埤塘自然生態公園'}","{'PositionLon': 121.31124877929688, 'PositionLat': 24.941659927368164, 'GeoHash': 'wsqmbs2ps'}",遊憩類,備有汽機車停車場。,{},免費,【導覽服務】￭導覽時間: 每周三、週五 9:00、10:00、11:00、13:30、14:30、15:30￭集合時間：警衛室旁的志工服務處￭導覽時間約為30分鐘￭團體預約導覽請洽...,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000506,青塘園,「青塘園」在台灣高鐵桃園站附近，原本是一座農業灌溉用的埤塘，有調節防洪的功能，經過規劃之後，成為都市民眾的親水空間；這裡設置親水緩坡、觀景平台、木棧道、人行步道及戶外劇場等多元的遊憩空間，是都市裡一個寧靜、休閒的好去處，還曾經榮獲台灣公共建築相關大獎！來到「青塘園」，可見碧綠的池塘中有許多水生植物和豐富的生態，大片的荷花池吸引民眾停留欣賞，不論是白天或傍晚，這裡成了親子、情侶散步的好去處，也是攝影愛好者的熱門據點！2015年雪白色的「青塘園景觀橋」建造完成，在夜晚投射燈光中營造出浪漫的氣氛，更可透過橋上的「永恆之塔」對著北極星射出光束，表達「永恆」概念，是青塘園不分晝夜的新亮點。,陪孩子散步河堤木棧道賞荷花、觀察濕地生態，探索大自然的奧妙絕對令人不無聊，午後就在湖畔草地席地野餐，悠閒又唯美。,886-3-3322101,桃園市320中壢區高鐵南路二段旁,320,■台鐵中壢站下車，至桃園客運中壢總站轉乘171路公車（中壢→高鐵車站），至「公園路口」站下車可抵。■搭乘桃園機場捷運於A19桃園體育園區站下車，步行約500公尺即抵。,全年無休,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/77169/640x480_attractions-image-jqhsvonstueokdyfav--gw.jpg', 'PictureDescription1': '青塘橋構造為斜張橋'}","{'PositionLon': 121.20610046386719, 'PositionLat': 25.00555992126465, 'GeoHash': 'wsqnq05ef'}",遊憩類,路邊收費停車,{},免費,園內禁止游泳、垂釣、放風箏、騎單車,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000511,桃園藝文廣場,川流不息的車潮、店家林立的商圈，繁忙的中正路上，桃園藝文廣場這塊城市綠金，實踐人們親近自然的美好嚮往。上萬坪廣場，廣大的綠地佔了大片面積，不乏有親子玩飛盤、追逐嬉戲的畫面，寬闊的步道上，慢跑者專注而行，「樂活｣就是這裡的生活態度。桃市府近來將藝文廣場列為「桃園野餐百點｣，假日可見到民眾於此席地用餐，在陽光灑落下享受美味輕食的景象。廣場另設有草溝及水道，具有基地保水的功能，加上豐富的植被生態，可說是環境教學的絕佳教室。廣場設有露天展演會場、小型表演活動廣場等表演場地，舉辦過「草地音樂會｣、「夏日親子藝術節｣與跨年晚會等展演活動，讓藝術與生活零距離，亦使藝文廣場不只結合休憩、教學功能，還有展演功能，打造全方位機能。桃園藝文廣場最大地標－桃園展演中心，耗資近十億於2010年落成。蜿蜒建築曲線顯得格外生動，呼應藝術無框架的奔放概念，格狀玻璃帷幕，在陽光折射下、LED燈投射下，分別展現不同風情，如此時尚造型融合綠建築工法，也是地方建設的一大突破。場內面積近七千坪，規劃地上七層，地下一層，含藝文沙龍、室內舞台、錄音空間，可容納約一千八百人。桃園展演中心現為桃園最具代表性的多功能藝術文化平台，「第47屆金馬獎｣、「2016國際動漫大展｣等全國性藝文盛事皆在此舉行，藝術魅力名揚於外。,大片綠地讓人只是在晨光下散步也能備感療癒，由不規則形狀的紅色大門通往別具｢藝｣思的表演世界，總是能令人滿載而歸。,886-3-3170511,桃園市330桃園區中正路1188號,330,1.搭乘桃園客運117線往寶慶路口、151、152線往同安街，在世貿大樓站(中正藝文中心)下車即抵。2.搭乘統聯客運「內壢-會稽國中」168線，中正藝文特區站下車即抵。 3.搭乘桃園客運．三重客運9005線「桃園市西北區-中山高-台北市東南區」、台北客運．桃園客運9023線「桃園-捷運劍潭站」公車開於中正藝文特區站下車。,展演中心開放時間 §大廳§ 週一至週日09:00-17:00　 國定假日休館 §展場§ 週三至週日09:00-17:00 週一至週二及國定假日休館,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/77167/640x480_attractions-image-acaiwolzfkqrdfpuuflkqw.jpg', 'PictureDescription1': '展演中心夜景'}","{'PositionLon': 121.29859924316406, 'PositionLat': 25.01746940612793, 'GeoHash': 'wsqq24qcq'}",其他,路邊收費停車、桃園展演中心地下停車場,{},視活動內容而定,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000536,蘆竹五福宮,蘆竹五福宮舊稱玄壇廟或元壇廟，俗稱南崁元帥廟。五福宮主祀道教的玄壇元帥趙公明，相傳創建於鄭氏時期。始建於西元1745（乾隆10）年，方向坐東北朝西南，是一座三開間兩進兩廊的廟宇。目前所見的外貌大體上仍然維持著大正年間重修時的風格，有精緻的木雕、石雕與交趾陶作品，廟埕上的聖蹟亭造型十分典雅，附近環境幽美，時至今日仍不失為北臺的勝景之一，並在2013年獲選內政部「臺灣宗教百景」之一，深具歷史意涵。五福宮具有封閉型態街屋式的建築架構，平面為縱深狹長的空間安排方式，第一進是三川門，次為正殿及後殿，主體建築之間以天井與迴廊兩側山牆共構為三進式院落型態，就整體規模而言，五福宮的平面格局近似於傳統街屋式廟宇建築之狹長型態。資料來源：本府文化局,從路口牌樓到寺廟外觀，華麗裝飾精緻又不失莊嚴、百年天爐裊裊香煙，祈財求福的許願上達天聽﹔不論是巡禮廟宇工藝或是參拜，都十分充實。,886-3-3227909,桃園市338蘆竹區五福里五福路1號,338,由桃園搭乘往竹圍的桃園客運，在南崁站下車後，沿中正路右轉五福路步行進入約10分鐘。,全年開放，05:00～21:00,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/71836/640x480_attractions-image---yn1ld6yumxzn7snbvw-a.jpg', 'PictureDescription1': '五福宮'}","{'PositionLon': 121.29515838623047, 'PositionLat': 25.053730010986328, 'GeoHash': 'wsqq80ukw'}",備有停車場,{},免費,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000537,壽山巖觀音寺,兼具宗教、歷史、藝術、傳統文化之美，到壽山巖走一趟就可以深刻體會! 壽山巖觀音寺位於桃園市銜接新北市的交接地帶，當地俗稱「嶺頂廟」，於清乾隆七年草創迄今將近兩百八十年，為桃園市歷史最悠久的廟宇。正殿主祀觀世音菩薩，造型是男性戴冠，與一般女性觀音造型大不相同。 高懸正殿的「慈帆廣濟」牌匾由乾隆六十年(一七九五年)當時福建水師提督兼台灣總鎮府總兵哈當阿所題。壽山巖觀音寺整體之結構，兼具宗教藝術的美感與傳統建築工法的嚴謹，別出心裁。寺廟入口寶石陶九龍壁由當代藝術大師劉銘侮大師親自捏燒而成，整體景觀則是由園藝專家羅清吉教授設計規劃，以及不論從廟前的清幽白玉橋水池花園延伸至廟後的壽山巖櫻花公園，在在呈現匠師們精雕細琢的用心，每一處都令人嘆為觀止。每年初春時節，壽山巖公園櫻花盛開，更適合闔家出遊觀賞。 壽山巖觀音寺於2013年獲選內政部「臺灣宗教百景」之一，建廟數百年並保留其古色古香，是一座相當具有歷史韻味的宗教建築物。每年七月至八月廟方更舉辦一系列「觀音菩薩文化節」活動，完整復刻『揹菩薩祈福』傳統習俗並融合現代藝術積極復育消失五十年的傳統舞龍燈文化，「全國舞龍公開賽」更邀請各地優秀隊伍一同角逐榮耀，值得深入探訪並參與。(資料來源: 壽山巖觀音寺),雕塑秀麗的殿宇搭上小橋流水，令人彷彿置身中國宮廷，而當初春時節，則成了旅人追櫻的熱門去處，點點櫻花滿開，為莊嚴的廟宇添了幾許悠然。,886-3-3295616,桃園市333龜山區嶺頂里萬壽路二段6巷111號,333,搭乘桃園客運、三重客運9102或是桃園客運5009，在壽山巖站下車可抵。,05:00~21:00,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/63739/640x480_attractions-image-6pjfr320lec2f5ni6_ceca.jpg', 'PictureDescription1': '寺廟全景'}","{'PositionLon': 121.36601257324219, 'PositionLat': 25.00337028503418, 'GeoHash': 'wsqq1z8p1'}",備有300個專屬停車位,{},無,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000538,大溪齋明寺,齋明寺，坐落於地靈人傑的桃園市大溪區，清道光年間，首任住持性悅法師自南海普陀山請回觀世音菩薩像，於故鄉結茅清修，展開了齋明寺的百年史頁。後由於臺灣齋教信仰的興盛，齋明寺轉由齋教信眾護持。1999年，第六代住持江張仁居士委請法鼓山承接齋明寺法務，由聖嚴法師晉任為第七代住持，再次回歸佛教正統。 齋明寺為單進四護龍的閩南式建築，紅牆黛瓦、丹楹藻繪，乘風舒展的屋脊燕尾，掩映於花木扶疏的院落，恬謐安然，古樸典雅。由於建築格局深具歷史、文化、藝術保存價值，內政部特核定為國家三級古蹟，2013年更入選「臺灣宗教百景」。 其後方的新建禪堂，規畫時即以減法、單純、低調的方向進行設計，刻意降低禪堂的屋簷，避免遮蔽齋明寺飛簷起翹的天際線。並運用清水混凝土、迴廊等元素，讓新建築如背景一般，凸顯百年古剎的歷史風華，而其前方的天然土丘與百年樟樹，更發揮了調融作用，讓新、舊建築和諧共存。2012年獲頒「臺灣建築獎」首獎。 齋明寺除了深富歷史文化意義，更是一處兼具法會、禪修及教育等功能的修行空間，透過舉辦各種導覽、人文課程與禪修活動，讓齋明寺更貼近大眾的生命與生活，成為桃、竹、苗地區民眾尋求心靈安定的一方淨土，繼續在下一個百年發揮其慈悲化世的功能。資料來源：齋明寺,靜靜欣賞古樸寺院中的老樹、花木和每一隅的建築細節，是虔心禮佛、禪修之餘，另外一種讓心靈跳脫平時煩憂，全然舒放的良方。,886-3-3801426,桃園市335大溪區員林里齋明街153號,335,於桃園區桃園客運總站搭乘桃園客運5044、5053線往龍潭，或於中壢公車站搭乘桃園客運5050線往石門水庫，於齋明寺站下車，沿齋明街步行500公尺至齋明寺後即是。,￭古蹟區開放時間為09:00-12:00￭全園區開放時間為13:00-16:00,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/70858/640x480_attractions-image-lp3v-a1ffequxn3ohrcj0q.jpg', 'PictureDescription1': '大溪齋明寺'}","{'PositionLon': 121.27458953857422, 'PositionLat': 24.888919830322266, 'GeoHash': 'wsqjxdvkq'}",約30格,{},免費,￭室內禁止攝影￭禁止攜帶寵物￭7人以上、40人以下之團體可於參觀前一週至官網填寫申請表預約導覽服務，導覽時間約為1.5小時,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000583,小烏來天空步道,■ 團體(20人以上)預約參觀申請，請於預定參觀日前2日至30日內至小烏來天空步道參觀申請系統(https://skywalk.tycg.gov.tw/Page/Index.aspx) 提出申請。■ 小額(1-19人)參觀請攜帶身份證件至現場購票。小烏來天空步道位於桃園市復興區，懸掛於小烏來瀑布上方，為了實現旅客漫步在雲端的夢想，桃園市政府耗資新台幣800萬元打造此座天空步道，後來更被民眾票選為全台最浪漫景點。天空步道外觀採簡約設計，以幾何線條配置，底部為強化玻璃的建築結構，凌空伸出11公尺的廊道，遊客只要站上距離瀑布底70公尺高的玻璃平台上，就能居高臨下欣賞小烏來溪谷的秀麗美景，以及氣勢磅礡的瀑布景觀，挑戰360度的全新視野。原本位於小烏來天空步道旁的風動石有「鬼石」之稱，底部支撐面積僅0.5平方公尺，狀似搖搖欲墜，卻又聞風不動，無不令人驚嘆大自然的神奇。然而在2013年7月，風動石不敵蘇力颱風的襲擊，已滾落溪床。站在透明的天空步道上，充分享受將瀑布與深淵踩在腳下的刺激之感，以及挑戰視覺上的極限。,凌空漫步70公尺高透明廊道，嘩啦啦溪水、超廣角視野，叫人腳趾都發麻！完成挑戰後，還有50公噸風動石定格秀，讓旅程驚嘆再一波。,886-3-3821835,桃園市336復興區義盛里下宇內1鄰4-6號,336,於大溪搭乘桃園客運5105線於小烏來下車，或可搭乘台灣好行小烏來線(假日行駛)。,08:00-17:00(週二休園),"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/32173/640x480_attractions-image-8fcbhvzh7ugqm88bd7y9ha.jpg', 'PictureDescription1': '驚險刺激的小烏來天空步道'}","{'PositionLon': 121.37519073486328, 'PositionLat': 24.790639877319336, 'GeoHash': 'wsqm1byxy'}",自然風景類,停車空間約40格。,{},全票50元、優待票30元、團體票40元(40人以上團體)、老人（年滿65歲以上）免費,■團體(20人以上)線上申請時間為早上9時起至晚上24時止。■水域區每年6月及9月每逢星期六、日(含國定假日)開放，7月及8月配合暑假全月開放(週二休園日不開放)。■入園方式敬請旅...,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000588,原住民族文化會館,全台原住民人口以花蓮與台東佔大多數，而桃園市原住民族包含16族，人口數於2017年已衝破7萬人，僅次於花東地區，成為西半部原住民人口最多的城市。2004年5月桃園市原住民族文化會館成立，成為都市中的原鄉據點，目前也被列為桃園城市故事館館群之一。文化會館以打造原住民族文化地標為目標，因此從會館建築外觀與外圍廣場即可見到各式原民風格的展現﹔以美麗線條表現族群精神的圖騰柱、用於部落邊界防範外人入侵的望高樓、以及象徵各族群團結的彩虹大道，四邊雕刻台灣各族特色圖騰，基座以各族服飾顏色結合台灣特有的地形地貌，傳遞族群融合的意象。廣場上設有每一族的介紹看板，還有全台分布說明圖，讓參觀者對原住民文化有初步的了解。  文化會館結合博物館功能，館內展示工藝品、編織器具、原民服飾、獵刀等多件原民傳統文物，文物陳列室內陳設各族大事紀說明、傳統祭典介紹，透過詳盡的文字說明和老照片，可一一了解原民歷史。館內也不定期舉辦藝文展覽，提供原民藝術創作者表現部落文化的平台。除了靜態展示，還可至館內駐館藝術家的工作坊，近距離參與導覽解說與DIY體驗。每逢週五至週日可欣賞駐館舞蹈團的原民舞蹈表演，感受充滿生命力的原民歌舞。每年度歲時祭儀活動於此舉辦。,關於認識原住民文化的各類小常識，逛逛館內豐富的文物館藏能讓你收穫滿滿，欣賞活力十足的傳統舞蹈表演和參與部落慶典也是值得推薦。,886-3-3896322,桃園市335大溪區員林路一段29巷101號,335,1.搭乘台灣好行慈湖線於原住民文化會館站下。2.於桃園搭乘桃園客運「桃園─大溪」路線，於建漢公司站下車，往前走右轉進福居路，步行約五分鐘左右到達。3.於中壢搭乘桃園客運「中壢─大溪」路線，於建漢公司站下車，往前走右轉進福居路，步行約五分鐘左右到達。,週二至週日08:00-17:00(週一休館),"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/48363/640x480_attractions-image-s_ajz7ac2eava7j8trrodw.jpg', 'PictureDescription1': '原住民文化會館'}","{'PositionLon': 121.281982421875, 'PositionLat': 24.89613914489746, 'GeoHash': 'wsqjxu4ye'}",備有停車場。,{},免費,週五六日10:00、14:30有原民舞蹈表演,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000589,佳安里(石門十一份),龍潭十一份保留了過去興建石門水庫時美國工程師住的宿舍群，是融合日式和美式風格的50年老建築，擁有廣大的草原及綠樹成蔭，成為桃園市著名的休閒場所之一。位於石門水庫管理局前的石門大草坪相當寬闊，總是吸引許多大小朋友來此放風箏、踢球或野餐，周圍還有許多木麻樹、樟樹，提供民眾涼蔭休息，一旁的宿舍區更植有許多櫻花樹，每逢春季櫻花綻放，美不勝收。另外，石管局也是「我的少女時代」、「行走的樹」、「五月一號」等多部國片取景地。電影《我的少女時代》就在佳安里取景，女主角的家正位於此地，不妨也來走一遭片中的場景，回味青澀又逗趣的電影情節吧！此外，附近文化街也是活魚多吃的餐飲大熱門，因此前來大啖美食、至佳安村追星、前往北區水資源局前大草坪野餐、放風箏的人潮不計其數。,把家中毛小孩帶上，在超大草坪上奔跑踢球、抬頭欣賞飛翔於高空的風箏，好不愜意！初夏五月桐花盛開如皚皚白雪，則是另一種風景。,886-3-3322101,桃園市325龍潭區佳安里佳安路2號,325,1.搭乘台灣好行慈湖線於石門大草坪站下。2.於桃園搭乘桃園客運「桃園─龍潭」路線，於石管局站下車，往石管局方向步行約十分鐘左右到達。3.於中壢搭乘桃園客運「中壢─石門水庫」路線，於石管局站下車，往石管局方向步行約十分鐘左右到達。,全年無休,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/63038/640x480_attractions-image-cse_cjbgcu-3ibol80e_qw.jpg', 'PictureDescription1': '佳安里(石門十一份) (圖片來源 : 經濟部北區水資源局 )'}","{'PositionLon': 121.24165344238281, 'PositionLat': 24.83509063720703, 'GeoHash': 'wsqjqcj6z'}",自然風景類,約50部,{},免費,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000591,觀音濱海遊憩區,追夕陽、賞紅花，百年燈塔輕鬆Get！原為觀音海水浴場的觀音濱海遊憩區，沙灘邊迎著海風而轉動的大型風車，與藍白相間的地中海風格觀海亭，向來是旅人打卡以及戲劇取景熱點。近來隨著觀音溪畔的環狀步道及景觀廣場新登場，不只是好拍程度再升級，更拓展出不一樣的旅行體驗。 沿著台61線至觀音區中興路即可抵濱海遊憩公園，雖然承載著在地人記憶的觀音聖像已於2015年因風災毀損而不復見，遊逛公園內的楊柳淨瓶廣場和觀龍步道倒是體驗在地文化的另一種選擇。廣場以觀音佛祖手上所持法器﹣｢楊柳淨瓶｣為造型，延伸的波浪狀鋼橋象徵楊柳枝條，巧妙融入在地觀音信仰文化。開闊的公園依觀音溪而建，極簡風格的格柵，點綴出休閒氛圍。廣場右側為跨橋出入口，拾階而上可欣賞觀音溪、武威溝水岸風景，以及百年古蹟﹣白沙岬燈塔。 緊鄰楊柳淨瓶廣場的觀龍步道，以金屬流線混搭竹編鏤空，帶出龍首生動之姿。步道舖面綴以彩色磁磚打造龍鱗花紋，打造觀音乘龍意象。廣場對面為一蓮花池，池中橋引人走入嬌豔花姿與周邊紅磚古厝交錯出的淡淡鄉村氣息。持續朝著巨大風力發電風車佇立的海岸線前行，沿途除了迎風觀海，夏季限定的橘紅色天人菊花海綻放，小巧玲瓏的花朵隨著海風搖曳很是動人，旅程的回憶也多了道鮮豔色彩。,踏浪堆沙、發現寄居蟹、小螃蟹的沙灘蹤跡，伴著海潮之聲看大風車轉啊轉、欣賞夕陽西下的動容美景…為身心靈再次充飽元氣。,886-3-3322101,桃園市328觀音區台61線周邊,328,搭乘桃園客運「中壢-觀音」線，於終點站「觀音站」下車步行中興路約1公里。,24小時,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/59742/640x480_attractions-image-a2zbkqjt90g9kf-ixbp5yg.jpg', 'PictureDescription1': '觀音濱海遊憩區'}","{'PositionLon': 121.07569885253906, 'PositionLat': 25.04486083984375, 'GeoHash': 'wsqn7pk8u'}",遊憩類,路邊停車,{},免費,￭可搭配「桃園觀音蓮花季」進行主題旅遊。,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376430000A_000598,大溪河濱公園,越過大溪橋，在河左岸的大溪河濱公園，賦予旅人感受經典小鎮的人文情懷之餘，另一番旅行風景。占地約6.9公頃的大溪河濱公園，不只有豐富的兒童遊樂設施，還有會讓大人小孩都無比放鬆的廣闊綠地，動靜之間，各有樂趣！ 爬繩橋、溜滑梯、盪鞦韆、吊單槓&hellip;，陪著孩子伸展肢體、釋放活力，盡情玩耍就對了！園區內的海盜船遊戲場結合多種體能遊具，每一項都令人迫不及待想要體驗。公園以打造｢共融式場域｣為概念，因此除了一般常見的遊具，也設置了如鳥巢式鞦韆、旋轉盤、傳聲筒、音樂牆板等無障礙遊具，即使是行動不方便的孩童或年長者，也能自在遊玩。而熱愛冒險的孩子，不妨挑戰兒童腳踏車越野場，透過巧妙設計的關卡，試試自己的平衡感、穩定度、反應力到底有多好﹖園區內還設有體健遊戲場以及壘球場，讓人在好山好水的環抱下，享受汗水淋漓的快感。 來到郊外，靜賞風景也是不錯之選。帶著在家做好的壽司和餐包，舉辦一場大草坪野餐派對，美景結合美味，完美！不但如此，還可安排個野餐後的漫步﹔園區內的無障礙步道，串聯湖濱木棧觀景台、水岸廣場、生態調節池等，不論晴雨晨昏都各有風光。鄰近入口廣場的落羽松林，幾乎是來訪者不會錯過的熱門打卡點﹔每到秋冬之際便添上夢幻橙紅色的成排林木，瀰漫著一股異國情調。當氣候漸趨暖活，枝枒也隨之轉綠，則另有一種蕭瑟美感。,綠油油的草地和各式各樣的遊戲設施，都好像在邀請你快來玩耍，你可以盡情跑跳，當然也可以找個蔭涼處野餐賞落羽松，從容製造小確幸。,886-3-3882201,桃園市335大溪區大鶯路60巷旁,335,搭乘桃園客運5096、5098至崎腳下車後，步行約20分鐘可抵。,全年無休,"{'PictureUrl1': 'https://travel.tycg.gov.tw/content/images/attractions/67626/640x480_attractions-image-_uwckheebkgqokr1iurwtw.jpg', 'PictureDescription1': '落羽松愛心廊道'}","{'PositionLon': 121.28385162353516, 'PositionLat': 24.893310546875, 'GeoHash': 'wsqjxgsnn'}",遊憩類,備有停車場,{},免費,兒童遊戲場設施限3~12歲兒童使用,桃園市,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
