StationUID,StationID,ServiceStatus,ServiceType,AvailableRentBikes,AvailableReturnBikes,SrcUpdateTime,UpdateTime,AvailableRentBikesDetail
TNN501306007,501306007,1,2,13,7,2023-07-07T11:44:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
TNN501306008,501306008,1,2,13,8,2023-07-13T01:21:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 1}"
TNN501306009,501306009,1,2,8,10,2023-07-06T00:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
TNN501306010,501306010,1,2,7,13,2023-07-12T11:35:45+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501306011,501306011,1,2,5,12,2023-07-12T11:36:10+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 1}"
TNN501308001,501308001,1,2,8,17,2023-07-11T03:07:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
TNN501308002,501308002,1,2,4,21,2023-07-05T03:47:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TNN501309001,501309001,1,2,14,6,2023-07-11T19:55:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 1}"
TNN501309002,501309002,1,2,11,26,2023-07-04T04:11:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
TNN501309003,501309003,1,2,15,5,2023-07-12T01:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
TNN501309004,501309004,1,2,22,17,2023-07-13T11:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 5}"
TNN501309005,501309005,1,2,25,11,2023-07-13T13:25:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 1}"
TNN501309006,501309006,1,2,5,24,2023-07-08T11:45:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TNN501309007,501309007,1,2,4,10,2023-07-13T23:31:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 2}"
TNN501309008,501309008,1,2,4,11,2023-07-03T22:21:22+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 2}"
TNN501309009,501309009,1,2,7,14,2023-07-11T05:06:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501309010,501309010,1,2,11,8,2023-07-08T22:51:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 3}"
TNN501309011,501309011,1,2,11,8,2023-07-13T13:40:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 2}"
TNN501309013,501309013,1,2,18,2,2023-07-13T06:19:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 5}"
TNN501309018,501309018,1,2,8,12,2023-07-12T03:03:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
TNN501309020,501309020,1,2,11,9,2023-07-14T00:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 3}"
TNN501309021,501309021,1,2,11,9,2023-07-07T16:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 1}"
TNN501309022,501309022,1,2,7,12,2023-07-11T13:24:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 4}"
TNN501309023,501309023,1,2,4,16,2023-07-03T23:19:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
TNN501309025,501309025,1,2,14,6,2023-07-13T15:07:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 3}"
TNN501309027,501309027,1,2,11,8,2023-07-13T15:16:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 1}"
TNN501309028,501309028,1,2,17,2,2023-07-09T20:51:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 6}"
TNN501309029,501309029,1,2,10,5,2023-07-03T22:21:22+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 2}"
TNN501309030,501309030,1,2,10,10,2023-07-12T01:53:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 6}"
TNN501309032,501309032,1,2,12,7,2023-07-11T20:52:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 6}"
TNN501309033,501309033,1,2,6,14,2023-07-04T09:57:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TNN501309034,501309034,1,2,36,10,2023-07-12T19:05:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 19, 'ElectricBikes': 17}"
TNN501311001,501311001,1,2,4,24,2023-07-13T01:48:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TNN501311002,501311002,1,2,6,19,2023-07-12T20:14:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 1}"
TNN501311004,501311004,1,2,14,10,2023-07-13T17:11:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 6}"
TNN501311005,501311005,1,2,5,14,2023-07-04T00:50:22+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 1}"
TNN501311008,501311008,1,2,11,9,2023-07-12T04:01:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 1}"
TNN501311013,501311013,1,2,16,13,2023-07-10T06:06:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 0}"
TNN501311014,501311014,1,2,7,21,2023-07-07T17:54:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 2}"
TNN501311015,501311015,1,2,10,12,2023-07-13T11:44:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 1}"
TNN501311016,501311016,1,2,16,11,2023-07-13T23:30:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 13}"
TNN501311017,501311017,1,2,8,10,2023-07-03T23:51:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
TNN501311020,501311020,1,2,16,4,2023-07-06T03:51:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 2}"
TNN501311021,501311021,1,2,7,12,2023-07-13T12:43:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 4}"
TNN501311022,501311022,1,2,7,13,2023-07-13T22:42:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501311024,501311024,1,2,5,11,2023-07-13T06:41:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 1}"
TNN501311027,501311027,1,2,13,12,2023-07-12T11:38:39+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 2}"
TNN501311033,501311033,1,2,14,6,2023-07-11T09:06:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 2}"
TNN501312002,501312002,1,2,6,14,2023-07-13T16:13:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TNN501312006,501312006,1,2,5,15,2023-07-12T11:39:18+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
TNN501314001,501314001,1,2,17,5,2023-07-13T20:33:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 2}"
TNN501314002,501314002,1,2,12,13,2023-07-13T23:23:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
TNN501314003,501314003,1,2,13,12,2023-07-09T21:27:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 1}"
TNN501314004,501314004,1,2,13,6,2023-07-10T01:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 6}"
TNN501314005,501314005,1,2,8,16,2023-07-12T13:01:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
TNN501314006,501314006,1,2,8,11,2023-07-13T17:27:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
TNN501314007,501314007,1,2,15,11,2023-07-11T20:45:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
TNN501314008,501314008,1,2,7,13,2023-07-04T21:21:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501314009,501314009,1,2,13,5,2023-07-10T01:13:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 1}"
TNN501314010,501314010,1,2,25,9,2023-07-13T00:35:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 25, 'ElectricBikes': 0}"
TNN501314011,501314011,1,2,12,4,2023-07-13T16:33:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 2}"
TNN501314012,501314012,1,2,13,7,2023-07-10T17:46:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 2}"
TNN501314013,501314013,1,2,6,9,2023-07-09T19:47:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TNN501314014,501314014,1,2,7,6,2023-07-07T21:17:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
TNN501314018,501314018,1,2,7,12,2023-07-12T11:35:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501314019,501314019,1,2,9,11,2023-07-13T08:04:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 1}"
TNN501314020,501314020,1,2,8,11,2023-07-11T05:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
TNN501314021,501314021,1,2,4,14,2023-07-08T07:57:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 2}"
TNN501314022,501314022,1,2,8,12,2023-07-04T00:45:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
TNN501314023,501314023,1,2,9,18,2023-07-13T13:57:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TNN501314024,501314024,1,2,12,8,2023-07-07T09:21:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 1}"
TNN501314028,501314028,1,2,9,10,2023-07-12T23:14:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TNN501314029,501314029,1,2,16,1,2023-07-09T00:25:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 0}"
TNN501314030,501314030,1,2,13,11,2023-07-12T06:35:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 3}"
TNN501314031,501314031,1,2,25,17,2023-07-13T15:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 1}"
TNN501314032,501314032,1,2,3,26,2023-07-12T23:57:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 1}"
TNN501316001,501316001,1,2,10,10,2023-07-08T19:25:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 4}"
TNN501316002,501316002,1,2,12,13,2023-07-11T02:11:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
TNN501316003,501316003,1,2,3,17,2023-07-03T19:08:19+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 1}"
TNN501316004,501316004,1,2,9,9,2023-07-03T18:05:21+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TNN501316006,501316006,1,2,3,17,2023-07-11T02:47:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
TNN501316008,501316008,1,2,2,18,2023-07-12T11:35:28+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
TNN501316009,501316009,1,2,9,9,2023-07-13T16:51:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 2}"
TNN501316012,501316012,1,2,11,4,2023-07-12T11:34:54+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 1}"
TNN501316013,501316013,1,2,6,14,2023-07-13T15:30:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TNN501316016,501316016,1,2,7,11,2023-07-13T04:29:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
TNN501316019,501316019,1,2,4,16,2023-07-12T11:38:54+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TNN501318001,501318001,1,2,7,5,2023-07-11T06:02:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 2}"
TNN501318005,501318005,1,2,7,23,2023-07-12T11:39:58+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501319001,501319001,1,2,4,16,2023-07-03T21:19:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TNN501319002,501319002,1,2,4,16,2023-07-11T02:16:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TNN501321001,501321001,1,2,16,9,2023-07-09T12:02:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 1}"
TNN501321002,501321002,1,2,19,2,2023-07-13T20:11:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 2}"
TNN501321003,501321003,1,2,21,41,2023-07-12T19:27:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 20, 'ElectricBikes': 1}"
TNN501321004,501321004,1,2,6,24,2023-07-13T14:40:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 1}"
TNN501321005,501321005,1,2,12,16,2023-07-11T01:52:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 2}"
TNN501321006,501321006,1,2,18,2,2023-07-12T04:34:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 1}"
TNN501321007,501321007,1,2,7,12,2023-07-08T21:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
TNN501321008,501321008,1,2,7,13,2023-07-11T13:36:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
TNN501321009,501321009,1,2,13,9,2023-07-09T07:31:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
TNN501321010,501321010,1,2,15,7,2023-07-11T03:46:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
TNN501321011,501321011,1,2,1,19,2023-07-11T03:15:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 1}"
TNN501321012,501321012,1,2,9,6,2023-07-03T22:14:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TNN501321014,501321014,1,2,11,12,2023-07-03T23:21:18+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 1}"
TNN501321015,501321015,2,2,0,0,2023-07-03T09:38:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TNN501321016,501321016,1,2,20,0,2023-07-11T07:12:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 3}"
TNN501321017,501321017,1,2,9,10,2023-07-14T00:13:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 8}"
TNN501321018,501321018,1,2,7,17,2023-07-08T14:22:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501321019,501321019,1,2,5,9,2023-07-10T00:36:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 2}"
TNN501321020,501321020,1,2,7,7,2023-07-11T03:33:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501321023,501321023,1,2,9,11,2023-07-10T13:25:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 1}"
TNN501321024,501321024,1,2,13,7,2023-07-10T06:04:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
TNN501321025,501321025,1,2,10,22,2023-07-11T16:38:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 4}"
TNN501321026,501321026,1,2,3,16,2023-07-12T15:15:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 1}"
TNN501321027,501321027,1,2,7,8,2023-07-11T04:32:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 3}"
TNN501321028,501321028,1,2,14,4,2023-07-12T20:37:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 4}"
TNN501321029,501321029,1,2,7,8,2023-07-08T23:06:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 3}"
TNN501321030,501321030,1,2,12,8,2023-07-05T01:50:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
TNN501321031,501321031,1,2,8,14,2023-07-11T14:47:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 2}"
TNN501321032,501321032,1,2,7,7,2023-07-05T19:09:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
TNN501323001,501323001,1,2,16,2,2023-07-13T22:58:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 0}"
TNN501323002,501323002,1,2,15,15,2023-07-12T17:11:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
TNN501323003,501323003,1,2,7,14,2023-07-12T05:59:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 2}"
TNN501323004,501323004,1,2,7,12,2023-07-12T08:21:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
TNN501323005,501323005,1,2,9,11,2023-07-13T17:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TNN501323006,501323006,1,2,6,11,2023-07-07T02:34:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TNN501323007,501323007,1,2,7,14,2023-07-12T08:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501323008,501323008,1,2,7,12,2023-07-12T20:03:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501323009,501323009,1,2,11,9,2023-07-13T14:21:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
TNN501323010,501323010,1,2,7,10,2023-07-11T21:44:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TNN501323012,501323012,1,2,6,13,2023-07-08T20:11:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TNN501323013,501323013,1,2,12,8,2023-07-12T03:48:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 3}"
TNN501323014,501323014,1,2,11,9,2023-07-09T17:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 5}"
TNN501323015,501323015,1,2,9,7,2023-07-03T23:15:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TNN501323016,501323016,1,2,6,7,2023-07-10T18:43:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 2}"
TNN501323017,501323017,1,2,4,11,2023-07-12T11:20:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TNN501323018,501323018,1,2,8,10,2023-07-12T02:57:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 3}"
TNN501323019,501323019,1,2,2,19,2023-07-03T19:59:18+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
TNN501323020,501323020,1,2,11,8,2023-07-11T22:48:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 2}"
TNN501323022,501323022,1,2,14,5,2023-07-11T23:39:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 2}"
TNN501323023,501323023,1,2,3,24,2023-07-11T20:22:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 2}"
