StationUID,StationID,ServiceStatus,ServiceType,AvailableRentBikes,AvailableReturnBikes,SrcUpdateTime,UpdateTime,AvailableRentBikesDetail
KHH501202037,501202037,1,2,12,13,2023-07-13T10:20:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
KHH501202038,501202038,1,2,22,6,2023-07-10T02:13:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 21, 'ElectricBikes': 1}"
KHH501202039,501202039,1,2,20,6,2023-07-11T13:43:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 20, 'ElectricBikes': 0}"
KHH501202040,501202040,1,2,5,40,2023-07-13T16:01:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
KHH501202041,501202041,1,2,4,24,2023-07-13T12:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
KHH501202042,501202042,1,2,8,33,2023-07-13T05:40:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
KHH501202043,501202043,1,2,3,18,2023-07-11T06:04:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
KHH501202044,501202044,1,2,5,15,2023-07-13T07:50:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
KHH501202045,501202045,1,2,4,24,2023-07-13T21:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
KHH501202046,501202046,1,2,12,13,2023-07-10T08:46:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
KHH501202047,501202047,1,2,6,16,2023-07-12T01:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
KHH501202048,501202048,1,2,12,8,2023-07-07T23:32:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
KHH501202049,501202049,1,2,1,19,2023-07-12T12:26:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
KHH501202050,501202050,1,2,6,10,2023-07-12T20:44:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
KHH501202051,501202051,1,2,10,18,2023-07-13T09:32:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
KHH501202052,501202052,1,2,20,7,2023-07-13T09:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 3}"
KHH501202053,501202053,1,2,10,5,2023-07-08T06:08:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
KHH501202054,501202054,1,2,1,14,2023-07-10T19:24:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
KHH501202055,501202055,1,2,4,11,2023-07-04T00:15:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
KHH501202056,501202056,1,2,3,9,2023-07-09T07:59:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
KHH501202057,501202057,1,2,6,29,2023-07-12T09:14:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
KHH501202058,501202058,1,2,5,10,2023-07-13T20:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 2}"
KHH501202059,501202059,1,2,9,11,2023-07-12T02:45:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
KHH501202060,501202060,1,2,6,15,2023-07-03T23:18:02+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
KHH501202061,501202061,1,2,10,0,2023-07-10T10:34:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 1}"
KHH501202062,501202062,1,2,6,4,2023-07-03T23:18:02+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
KHH501202063,501202063,1,2,7,13,2023-07-12T12:41:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
KHH501202064,501202064,1,2,9,7,2023-07-13T18:15:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
KHH501202065,501202065,1,2,6,9,2023-07-12T13:22:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
KHH501202066,501202066,1,2,4,6,2023-07-03T23:50:20+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
KHH501202067,501202067,1,2,6,9,2023-07-11T17:00:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
KHH501202068,501202068,1,2,2,15,2023-07-13T14:02:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
KHH501202069,501202069,1,2,5,10,2023-07-10T11:15:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
KHH501202070,501202070,1,2,5,11,2023-07-06T21:33:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
KHH501202071,501202071,1,2,4,13,2023-07-04T17:18:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
KHH501202072,501202072,1,2,0,20,2023-07-12T12:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
KHH501202073,501202073,1,2,5,6,2023-07-12T13:32:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
KHH501202074,501202074,1,2,6,14,2023-07-12T15:53:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
KHH501202075,501202075,1,2,2,18,2023-07-06T04:18:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
KHH501202076,501202076,1,2,5,15,2023-07-12T12:43:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 2}"
KHH501202077,501202077,1,2,11,6,2023-07-09T02:12:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
KHH501202078,501202078,1,2,5,20,2023-07-11T05:45:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 1}"
KHH501202079,501202079,1,2,11,9,2023-07-13T09:34:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
KHH501202080,501202080,1,2,3,23,2023-07-05T14:08:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
KHH501202081,501202081,1,2,19,4,2023-07-12T13:14:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 19, 'ElectricBikes': 0}"
KHH501202082,501202082,1,2,1,22,2023-07-04T00:47:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
KHH501202083,501202083,1,2,7,17,2023-07-13T14:36:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
KHH501202084,501202084,1,2,11,10,2023-07-13T21:18:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
KHH501202085,501202085,1,2,12,12,2023-07-10T15:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
KHH501202086,501202086,1,2,1,10,2023-07-12T04:36:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
KHH501202087,501202087,1,2,1,19,2023-07-13T01:23:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
KHH501202088,501202088,1,2,3,27,2023-07-11T14:48:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
KHH501202089,501202089,1,2,5,24,2023-07-13T15:23:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
KHH501202090,501202090,1,2,9,9,2023-07-11T11:38:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
KHH501202091,501202091,1,2,12,11,2023-07-05T07:07:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 1}"
KHH501203001,501203001,1,2,4,16,2023-07-13T15:31:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
KHH501203002,501203002,1,2,3,20,2023-07-04T00:23:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 1}"
KHH501203003,501203003,1,2,4,14,2023-07-05T17:09:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
KHH501203004,501203004,2,2,0,16,2022-04-25T19:16:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
KHH501203005,501203005,1,2,7,13,2023-07-03T23:12:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
KHH501203006,501203006,1,2,5,10,2023-07-06T03:24:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
KHH501203007,501203007,1,2,9,6,2023-07-11T09:35:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
KHH501203008,501203008,1,2,6,10,2023-07-11T14:14:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 1}"
KHH501203009,501203009,1,2,14,0,2023-07-10T06:50:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
KHH501203010,501203010,1,2,25,8,2023-07-10T18:01:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 1}"
KHH501203011,501203011,1,2,9,6,2023-07-12T05:40:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 2}"
KHH501203012,501203012,1,2,12,5,2023-07-06T01:37:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
KHH501203013,501203013,1,2,18,6,2023-07-13T17:31:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 18, 'ElectricBikes': 0}"
KHH501203014,501203014,1,2,16,0,2023-07-13T10:06:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 0}"
KHH501203015,501203015,1,2,4,8,2023-07-13T11:30:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
KHH501203016,501203016,1,2,9,8,2023-07-10T17:11:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 1}"
KHH501203017,501203017,1,2,2,66,2023-07-13T12:15:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
KHH501203018,501203018,1,2,9,9,2023-07-10T23:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 1}"
KHH501203019,501203019,1,2,6,9,2023-07-12T19:29:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 1}"
KHH501203020,501203020,1,2,5,15,2023-07-09T04:54:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
KHH501203021,501203021,1,2,13,6,2023-07-11T04:51:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
KHH501203022,501203022,1,2,5,14,2023-07-04T10:40:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
KHH501203023,501203023,1,2,11,7,2023-07-07T22:37:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
KHH501203024,501203024,1,2,12,5,2023-07-12T10:21:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 1}"
KHH501203025,501203025,1,2,23,28,2023-07-13T23:33:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 22, 'ElectricBikes': 1}"
KHH501203026,501203026,1,2,13,2,2023-07-03T23:39:14+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
KHH501203027,501203027,1,2,11,4,2023-07-08T17:58:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 2}"
KHH501203028,501203028,1,2,6,19,2023-07-07T07:30:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
KHH501203029,501203029,1,2,26,7,2023-07-13T19:54:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 2}"
KHH501203030,501203030,1,2,7,23,2023-07-10T10:09:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
KHH501203031,501203031,1,2,14,2,2023-07-08T12:29:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 1}"
KHH501203032,501203032,1,2,14,5,2023-07-12T15:14:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 3}"
KHH501203033,501203033,1,2,7,20,2023-07-03T23:08:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
KHH501203034,501203034,1,2,9,14,2023-07-13T02:08:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
KHH501203035,501203035,1,2,16,1,2023-07-13T19:02:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 0}"
KHH501203036,501203036,1,2,9,13,2023-07-10T06:00:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
KHH501203037,501203037,1,2,7,13,2023-07-11T08:08:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
KHH501203038,501203038,1,2,3,12,2023-07-13T00:55:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 1}"
KHH501203039,501203039,1,2,8,7,2023-07-08T04:15:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
KHH501203040,501203040,1,2,14,9,2023-07-12T14:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
KHH501203041,501203041,1,2,15,10,2023-07-05T20:58:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
KHH501203042,501203042,1,2,3,14,2023-07-13T21:39:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
KHH501203043,501203043,1,2,9,29,2023-07-03T21:29:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
KHH501203044,501203044,1,2,6,23,2023-07-12T13:04:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
KHH501203045,501203045,1,2,3,15,2023-07-10T06:37:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
KHH501203046,501203046,1,2,5,16,2023-07-11T19:44:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
KHH501203047,501203047,1,2,12,13,2023-07-12T23:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
KHH501203048,501203048,1,2,10,3,2023-07-10T01:55:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 1}"
