StationUID,StationID,ServiceStatus,ServiceType,AvailableRentBikes,AvailableReturnBikes,SrcUpdateTime,UpdateTime,AvailableRentBikesDetail
HSZ500401024,500401024,1,2,17,12,2023-07-13T09:02:35+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 6}"
HSZ500401025,500401025,1,2,2,16,2023-07-06T16:23:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
HSZ500401026,500401026,1,2,15,5,2023-07-03T22:18:00+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
HSZ500401027,500401027,1,2,55,44,2023-07-13T22:50:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 55, 'ElectricBikes': 0}"
HSZ500401028,500401028,1,2,0,25,2023-07-11T04:03:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
HSZ500401029,500401029,1,2,1,68,2023-07-12T18:16:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
HSZ500401030,500401030,1,2,26,14,2023-07-13T09:52:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 26, 'ElectricBikes': 0}"
HSZ500401031,500401031,1,2,12,18,2023-07-13T04:47:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 3}"
HSZ500401032,500401032,1,2,4,36,2023-07-13T07:44:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 2}"
HSZ500401033,500401033,1,2,3,17,2023-07-08T14:47:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
HSZ500401034,500401034,1,2,18,24,2023-07-11T12:15:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 2}"
HSZ500401035,500401035,1,2,10,6,2023-07-12T22:53:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 2}"
HSZ500401036,500401036,1,2,12,3,2023-07-13T08:26:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
HSZ500401037,500401037,1,2,11,18,2023-07-10T16:33:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
HSZ500401038,500401038,1,2,6,19,2023-07-08T16:27:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
HSZ500401039,500401039,1,2,21,10,2023-07-13T21:00:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 20, 'ElectricBikes': 1}"
HSZ500401040,500401040,1,2,3,15,2023-07-03T23:35:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
HSZ500401041,500401041,1,2,1,17,2023-07-13T07:19:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
HSZ500401042,500401042,1,2,8,4,2023-07-04T00:53:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
HSZ500401043,500401043,1,2,9,6,2023-07-10T03:01:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 2}"
HSZ500401044,500401044,1,2,21,3,2023-07-03T23:46:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 5}"
HSZ500401046,500401046,1,2,13,12,2023-07-12T06:29:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 6}"
HSZ500401047,500401047,1,2,15,9,2023-07-11T07:51:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 3}"
HSZ500401048,500401048,1,2,3,12,2023-07-09T00:33:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
HSZ500401049,500401049,1,2,10,10,2023-07-13T21:51:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 4}"
HSZ500401050,500401050,1,2,9,6,2023-07-05T15:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 4}"
HSZ500401051,500401051,1,2,4,16,2023-07-13T21:24:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
HSZ500401052,500401052,1,2,4,11,2023-07-10T12:06:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
HSZ500401053,500401053,1,2,2,15,2023-07-03T23:29:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
HSZ500401054,500401054,1,2,3,17,2023-07-13T23:22:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
HSZ500401055,500401055,1,2,2,18,2023-07-12T15:29:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
HSZ500401056,500401056,1,2,7,8,2023-07-03T23:53:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
HSZ500401057,500401057,1,2,8,17,2023-07-07T10:05:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
HSZ500401058,500401058,1,2,7,13,2023-07-10T12:27:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSZ500401059,500401059,1,2,2,8,2023-07-13T15:13:50+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
HSZ500401061,500401061,1,2,8,6,2023-07-13T00:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
HSZ500401062,500401062,1,2,1,11,2023-07-03T19:59:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 1}"
HSZ500401063,500401063,1,2,5,12,2023-07-08T12:23:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
HSZ500402001,500402001,1,2,18,0,2023-07-13T07:21:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 18, 'ElectricBikes': 0}"
HSZ500402002,500402002,1,2,15,14,2023-07-13T16:50:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
HSZ500402003,500402003,1,2,7,33,2023-07-09T09:24:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSZ500402004,500402004,1,2,10,14,2023-07-13T00:26:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 1}"
HSZ500402005,500402005,1,2,0,15,2023-07-13T09:01:36+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
HSZ500402006,500402006,1,2,1,14,2023-07-13T09:01:50+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
HSZ500402007,500402007,1,2,12,6,2023-07-11T22:45:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
HSZ500402008,500402008,1,2,11,4,2023-07-08T14:13:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 1}"
HSZ500402009,500402009,1,2,16,2,2023-07-10T07:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 1}"
HSZ500402010,500402010,1,2,1,17,2023-07-09T10:19:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
HSZ500402011,500402011,1,2,10,26,2023-07-13T09:02:56+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
HSZ500402012,500402012,1,2,9,16,2023-07-12T22:54:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
HSZ500402013,500402013,1,2,8,12,2023-07-13T09:30:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
HSZ500402015,500402015,1,2,7,5,2023-07-06T14:05:13+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSZ500402016,500402016,1,2,3,17,2023-07-06T16:59:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
HSZ500402017,500402017,1,2,1,16,2023-07-03T22:39:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 1}"
HSZ500402018,500402018,1,2,4,11,2023-07-09T23:00:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
HSZ500402019,500402019,1,2,8,3,2023-07-13T13:11:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 1}"
HSZ500402020,500402020,1,2,6,8,2023-07-12T19:08:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
HSZ500402021,500402021,1,2,4,9,2023-07-06T14:05:30+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
HSZ500402022,500402022,1,2,2,10,2023-07-05T16:56:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 1}"
HSZ500402023,500402023,1,2,5,7,2023-07-04T00:29:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 2}"
HSZ500402024,500402024,1,2,8,12,2023-07-06T14:05:51+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
HSZ500402025,500402025,1,2,11,1,2023-07-10T02:31:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 1}"
HSZ500402026,500402026,1,2,4,14,2023-07-10T05:25:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
HSZ500403001,500403001,1,2,10,9,2023-07-09T11:15:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 1}"
HSZ500403002,500403002,1,2,5,3,2023-07-09T20:45:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 1}"
HSZ500403003,500403003,1,2,5,10,2023-07-04T00:40:20+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
HSZ500403004,500403004,1,2,5,15,2023-07-11T06:53:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 1}"
HSZ500403005,500403005,1,2,7,13,2023-07-12T21:19:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 2}"
HSZ500403006,500403006,1,2,9,11,2023-07-05T20:01:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
HSZ500403007,500403007,1,2,6,14,2023-07-11T18:46:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
HSZ500403008,500403008,1,2,7,13,2023-07-05T09:15:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSZ500403009,500403009,1,2,5,15,2023-07-08T17:15:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 1}"
HSZ500403010,500403010,1,2,11,9,2023-07-09T10:17:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
HSZ500403011,500403011,1,2,7,8,2023-07-10T07:15:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 1}"
HSZ500403013,500403013,1,2,10,4,2023-07-13T03:47:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
HSZ500403014,500403014,1,2,0,10,2023-07-06T14:07:14+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
HSZ500403016,500403016,1,2,13,6,2023-07-12T01:11:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
HSZ500403018,500403018,1,2,5,6,2023-07-10T03:32:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
HSZ508201001,508201001,1,2,6,8,2023-07-09T23:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 6}"
HSZ508201002,508201002,1,2,6,24,2023-07-12T05:16:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 1}"
HSZ508201003,508201003,1,2,13,11,2023-07-13T06:49:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 4}"
HSZ508201004,508201004,1,2,5,13,2023-07-03T19:17:47+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 1}"
HSZ508201005,508201005,1,2,3,15,2023-07-13T05:35:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 3}"
HSZ508201006,508201006,1,2,1,17,2023-07-07T16:24:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 1}"
HSZ508201007,508201007,1,2,1,13,2023-07-12T16:58:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 1}"
HSZ508201008,508201008,1,2,5,9,2023-07-03T21:59:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 2}"
HSZ508201009,508201009,1,2,1,29,2023-07-05T16:18:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 1}"
HSZ508201010,508201010,1,2,5,10,2023-07-13T09:39:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 1}"
HSZ508201011,508201011,1,2,6,18,2023-07-07T11:15:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 6}"
HSZ508201012,508201012,1,2,7,11,2023-07-11T18:50:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSZ508201013,508201013,1,2,1,14,2023-07-08T07:15:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 0}"
HSZ508201014,508201014,1,2,0,15,2023-07-12T15:41:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
HSZ508201015,508201015,1,2,2,13,2023-07-11T22:39:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 2}"
HSZ508201016,508201016,1,2,7,7,2023-07-03T20:29:05+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
HSZ508201017,508201017,1,2,0,15,2023-07-08T18:16:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
HSZ508201018,508201018,1,2,3,7,2023-07-03T19:09:19+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 1, 'ElectricBikes': 2}"
HSZ508201019,508201019,1,2,14,11,2023-07-11T00:04:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 2}"
HSZ508201020,508201020,1,2,3,17,2023-07-10T20:04:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 3}"
HSZ508201021,508201021,1,2,1,12,2023-07-07T23:10:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 1}"
HSZ508201022,508201022,1,2,4,11,2023-07-08T13:57:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 2}"
HSZ508201023,508201023,1,2,4,15,2023-07-13T08:11:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 1}"
HSZ508201024,508201024,1,2,8,7,2023-07-13T22:48:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 3}"
HSZ508201025,508201025,1,2,5,11,2023-07-09T15:28:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 1}"
HSZ508201026,508201026,1,2,17,8,2023-07-13T22:54:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 3}"
HSZ508201027,508201027,1,2,16,2,2023-07-07T02:52:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 0}"
HSZ508201028,508201028,1,2,15,8,2023-07-07T00:53:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 4}"
HSZ508201029,508201029,1,2,5,10,2023-07-12T20:45:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 3}"
HSZ508201030,508201030,1,2,5,14,2023-07-07T14:32:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 5}"
HSZ508201031,508201031,1,2,7,12,2023-07-11T00:41:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 7}"
HSZ508201032,508201032,1,2,6,15,2023-07-11T16:48:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 6}"
HSZ508201033,508201033,1,2,0,14,2023-07-04T00:52:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
HSZ508201034,508201034,1,2,4,11,2023-07-12T01:25:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 4}"
HSZ508201035,508201035,1,2,6,14,2023-07-12T23:35:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 6}"
HSZ508201036,508201036,1,2,4,16,2023-07-11T19:51:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 4}"
HSZ508201037,508201037,1,2,3,13,2023-07-07T01:11:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 3}"
HSZ508201038,508201038,1,2,8,8,2023-07-03T20:50:23+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 5}"
HSZ508201039,508201039,1,2,3,12,2023-07-10T13:26:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
HSZ508201040,508201040,1,2,0,15,2023-07-03T21:34:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
HSZ508201041,508201041,1,2,3,13,2023-07-11T14:08:04+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 3}"
