StationUID,StationID,ServiceStatus,ServiceType,AvailableRentBikes,AvailableReturnBikes,SrcUpdateTime,UpdateTime,AvailableRentBikesDetail
TAO2052,2052,1,1,24,12,2023-07-14T00:28:29+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TAO2053,2053,1,1,20,17,2023-07-14T00:28:36+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 20, 'ElectricBikes': 0}"
TAO2054,2054,1,1,18,10,2023-07-14T00:28:44+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 18, 'ElectricBikes': 0}"
TAO2055,2055,1,1,8,30,2023-07-14T00:28:40+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
TAO2056,2056,1,1,17,25,2023-07-14T00:28:36+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 0}"
TAO2057,2057,1,1,13,81,2023-07-14T00:29:09+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
TAO2058,2058,1,1,6,44,2023-07-14T00:29:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TAO2059,2059,1,1,18,21,2023-07-14T00:28:40+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 18, 'ElectricBikes': 0}"
TAO2060,2060,1,1,23,43,2023-07-14T00:28:36+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 23, 'ElectricBikes': 0}"
TAO2061,2061,1,1,6,43,2023-07-14T00:28:23+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TAO2062,2062,1,1,16,26,2023-07-14T00:28:42+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 0}"
TAO2063,2063,1,1,25,35,2023-07-14T00:28:39+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 25, 'ElectricBikes': 0}"
TAO2064,2064,1,1,15,17,2023-07-14T00:28:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
TAO2065,2065,1,1,14,58,2023-07-14T00:28:25+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
TAO2066,2066,1,1,12,28,2023-07-14T00:28:41+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
TAO2067,2067,1,1,9,27,2023-07-14T00:28:43+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TAO2068,2068,1,1,13,18,2023-07-14T00:28:27+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
TAO2069,2069,1,1,15,19,2023-07-14T00:28:37+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
TAO2070,2070,1,1,30,7,2023-07-14T00:27:28+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 30, 'ElectricBikes': 0}"
TAO2071,2071,1,1,17,17,2023-07-14T00:28:45+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 0}"
TAO2072,2072,2,1,0,0,2023-05-02T09:54:24+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TAO2073,2073,1,1,13,23,2023-07-14T00:28:23+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
TAO2074,2074,1,1,36,19,2023-07-14T00:28:31+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 36, 'ElectricBikes': 0}"
TAO2075,2075,1,1,36,8,2023-07-14T00:28:19+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 36, 'ElectricBikes': 0}"
TAO2076,2076,1,1,21,14,2023-07-14T00:28:21+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 21, 'ElectricBikes': 0}"
TAO2077,2077,1,1,14,33,2023-07-14T00:28:19+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
TAO2078,2078,1,1,22,22,2023-07-14T00:28:25+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 22, 'ElectricBikes': 0}"
TAO2079,2079,1,1,37,17,2023-07-14T00:28:36+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 37, 'ElectricBikes': 0}"
TAO2080,2080,1,1,9,64,2023-07-14T00:28:30+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TAO2081,2081,1,1,30,11,2023-07-14T00:28:32+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 30, 'ElectricBikes': 0}"
TAO2082,2082,1,1,17,18,2023-07-14T00:28:32+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 0}"
TAO2083,2083,1,1,34,16,2023-07-14T00:28:38+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 34, 'ElectricBikes': 0}"
TAO2084,2084,1,1,24,10,2023-07-14T00:28:39+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TAO2085,2085,1,1,29,29,2023-07-14T00:28:44+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 29, 'ElectricBikes': 0}"
TAO2086,2086,1,1,12,22,2023-07-14T00:28:29+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
TAO2087,2087,1,1,26,6,2023-07-14T00:28:31+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 26, 'ElectricBikes': 0}"
TAO2088,2088,1,1,24,16,2023-07-14T00:28:18+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TAO2089,2089,1,1,22,19,2023-07-14T00:28:36+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 22, 'ElectricBikes': 0}"
TAO2090,2090,1,1,24,9,2023-07-14T00:28:30+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TAO2091,2091,1,1,18,16,2023-07-14T00:28:33+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 18, 'ElectricBikes': 0}"
TAO2092,2092,1,1,10,25,2023-07-14T00:28:34+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
TAO2093,2093,1,1,3,52,2023-07-14T00:28:23+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
TAO2094,2094,1,1,30,7,2023-07-14T00:28:40+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 30, 'ElectricBikes': 0}"
TAO2095,2095,1,1,23,7,2023-07-14T00:28:43+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 23, 'ElectricBikes': 0}"
TAO2096,2096,1,1,2,28,2023-07-14T00:28:25+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 2, 'ElectricBikes': 0}"
TAO2097,2097,1,1,12,10,2023-07-14T00:28:21+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
TAO2098,2098,1,1,0,31,2023-07-14T00:28:30+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TAO2099,2099,1,1,3,35,2023-07-14T00:28:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 3, 'ElectricBikes': 0}"
TAO2100,2100,1,1,14,47,2023-07-14T00:28:42+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
TAO2101,2101,1,1,4,24,2023-07-14T00:28:34+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TAO2102,2102,1,1,8,30,2023-07-14T00:29:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
TAO2103,2103,1,1,21,-21,2023-07-14T00:28:33+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 21, 'ElectricBikes': 0}"
TAO2104,2104,1,1,21,15,2023-07-14T00:28:48+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 21, 'ElectricBikes': 0}"
TAO2105,2105,1,1,17,20,2023-07-14T00:28:27+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 0}"
TAO2106,2106,1,1,21,11,2023-07-14T00:28:25+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 21, 'ElectricBikes': 0}"
TAO2107,2107,1,1,24,7,2023-07-14T00:28:42+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TAO2108,2108,1,1,11,39,2023-07-14T00:28:43+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
TAO2109,2109,1,1,27,13,2023-07-14T00:28:18+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 27, 'ElectricBikes': 0}"
TAO2110,2110,1,1,24,10,2023-07-14T00:29:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TAO2111,2111,1,1,28,12,2023-07-14T00:29:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 28, 'ElectricBikes': 0}"
TAO2112,2112,1,1,24,8,2023-07-14T00:28:44+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TAO2113,2113,1,1,25,13,2023-07-14T00:28:36+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 25, 'ElectricBikes': 0}"
TAO2114,2114,1,1,28,10,2023-07-14T00:28:34+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 28, 'ElectricBikes': 0}"
TAO2115,2115,1,1,24,11,2023-07-14T00:28:49+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TAO2116,2116,1,1,6,32,2023-07-14T00:28:42+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TAO2117,2117,1,1,30,10,2023-07-14T00:28:20+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 30, 'ElectricBikes': 0}"
TAO2118,2118,1,1,14,15,2023-07-14T00:28:29+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 14, 'ElectricBikes': 0}"
TAO2119,2119,1,1,29,6,2023-07-14T00:28:38+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 29, 'ElectricBikes': 0}"
TAO2120,2120,1,1,21,28,2023-07-14T00:28:18+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 21, 'ElectricBikes': 0}"
TAO2121,2121,1,1,30,8,2023-07-14T00:28:36+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 30, 'ElectricBikes': 0}"
TAO2122,2122,1,1,24,15,2023-07-14T00:28:27+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TAO2123,2123,1,1,8,36,2023-07-14T00:28:21+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 8, 'ElectricBikes': 0}"
TAO2124,2124,1,1,29,6,2023-07-14T00:28:29+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 29, 'ElectricBikes': 0}"
TAO2125,2125,1,1,11,25,2023-07-14T00:28:36+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
TAO2126,2126,1,1,20,13,2023-07-14T00:28:20+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 20, 'ElectricBikes': 0}"
TAO2127,2127,1,1,19,14,2023-07-14T00:28:27+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 19, 'ElectricBikes': 0}"
TAO2128,2128,1,1,11,22,2023-07-14T00:28:37+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
TAO2129,2129,1,1,20,6,2023-07-14T00:28:19+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 20, 'ElectricBikes': 0}"
TAO2130,2130,1,1,20,15,2023-07-14T00:28:40+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 20, 'ElectricBikes': 0}"
TAO2131,2131,1,1,26,7,2023-07-14T00:28:38+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 26, 'ElectricBikes': 0}"
TAO2132,2132,1,1,7,28,2023-07-14T00:28:30+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TAO2133,2133,1,1,26,5,2023-07-14T00:28:25+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 26, 'ElectricBikes': 0}"
TAO2134,2134,1,1,17,7,2023-07-14T00:28:41+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 0}"
TAO2135,2135,1,1,7,26,2023-07-14T00:28:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TAO2136,2136,1,1,4,32,2023-07-14T00:28:44+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TAO2137,2137,1,1,25,10,2023-07-14T00:28:40+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 25, 'ElectricBikes': 0}"
TAO2138,2138,1,1,12,24,2023-07-14T00:28:29+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
TAO2139,2139,1,1,15,16,2023-07-14T00:28:37+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
TAO2140,2140,1,1,30,30,2023-07-14T00:28:43+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 30, 'ElectricBikes': 0}"
TAO2141,2141,1,1,24,14,2023-07-14T00:28:29+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TAO2142,2142,2,1,0,0,2023-06-21T12:43:40+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 0, 'ElectricBikes': 0}"
TAO2143,2143,1,1,13,19,2023-07-14T00:28:18+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
TAO2144,2144,1,1,11,18,2023-07-14T00:29:16+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
TAO2145,2145,1,1,7,23,2023-07-14T00:28:19+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TAO2146,2146,1,1,17,15,2023-07-14T00:28:25+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 0}"
TAO2147,2147,1,1,6,30,2023-07-14T00:28:30+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
TAO2148,2148,1,1,13,24,2023-07-14T00:28:32+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
TAO2149,2149,1,1,18,6,2023-07-14T00:28:19+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 18, 'ElectricBikes': 0}"
TAO2150,2150,1,1,26,7,2023-07-14T00:28:40+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 26, 'ElectricBikes': 0}"
TAO2151,2151,1,1,20,12,2023-07-14T00:28:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 20, 'ElectricBikes': 0}"
TAO2152,2152,1,1,20,7,2023-07-14T00:28:48+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 20, 'ElectricBikes': 0}"
TAO2153,2153,1,1,20,9,2023-07-14T00:28:28+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 20, 'ElectricBikes': 0}"
TAO2154,2154,1,1,13,23,2023-07-14T00:28:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
TAO2155,2155,1,1,24,10,2023-07-14T00:28:36+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TAO2156,2156,1,1,36,27,2023-07-14T00:28:27+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 36, 'ElectricBikes': 0}"
TAO2157,2157,1,1,9,32,2023-07-14T00:28:35+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
TAO2158,2158,1,1,28,4,2023-07-14T00:28:35+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 28, 'ElectricBikes': 0}"
TAO2159,2159,1,1,22,9,2023-07-14T00:28:38+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 22, 'ElectricBikes': 0}"
TAO2160,2160,1,1,21,19,2023-07-14T00:28:43+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 21, 'ElectricBikes': 0}"
TAO2161,2161,1,1,21,12,2023-07-14T00:28:22+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 21, 'ElectricBikes': 0}"
TAO2162,2162,1,1,4,45,2023-07-14T00:28:26+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 4, 'ElectricBikes': 0}"
TAO2163,2163,1,1,24,12,2023-07-14T00:28:42+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 24, 'ElectricBikes': 0}"
TAO2164,2164,1,1,19,26,2023-07-14T00:28:32+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 19, 'ElectricBikes': 0}"
TAO2165,2165,1,1,7,22,2023-07-14T00:28:29+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 7, 'ElectricBikes': 0}"
TAO2166,2166,1,1,16,16,2023-07-14T00:28:39+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 0}"
TAO2167,2167,1,1,22,11,2023-07-14T00:28:27+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 22, 'ElectricBikes': 0}"
TAO2168,2168,1,1,18,20,2023-07-14T00:28:38+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 18, 'ElectricBikes': 0}"
TAO2169,2169,1,1,10,29,2023-07-14T00:28:34+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
TAO2170,2170,1,1,10,25,2023-07-14T00:28:18+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
TAO2171,2171,1,1,25,8,2023-07-14T00:28:36+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 25, 'ElectricBikes': 0}"
TAO2172,2172,1,1,30,30,2023-07-14T00:28:20+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 30, 'ElectricBikes': 0}"
TAO2173,2173,1,1,19,10,2023-07-14T00:28:36+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 19, 'ElectricBikes': 0}"
