StationUID,StationID,ServiceStatus,ServiceType,AvailableRentBikes,AvailableReturnBikes,SrcUpdateTime,UpdateTime,AvailableRentBikesDetail
MIA6640,6640,1,1,13,10,2023-07-14T00:28:34+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
MIA6641,6641,1,1,10,25,2023-07-14T00:28:29+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
MIA6642,6642,1,1,11,12,2023-07-14T00:28:40+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
MIA6643,6643,1,1,10,10,2023-07-14T00:28:28+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
MIA6644,6644,1,1,60,28,2023-07-14T00:28:28+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 60, 'ElectricBikes': 0}"
MIA6645,6645,1,1,17,18,2023-07-14T00:28:22+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 0}"
MIA6646,6646,1,1,12,9,2023-07-14T00:28:23+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
MIA6647,6647,1,1,5,11,2023-07-14T00:28:34+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 5, 'ElectricBikes': 0}"
MIA6648,6648,1,1,10,12,2023-07-14T00:28:40+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
MIA6649,6649,1,1,6,13,2023-07-14T00:29:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 6, 'ElectricBikes': 0}"
MIA6650,6650,1,1,27,12,2023-07-14T00:28:35+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 27, 'ElectricBikes': 0}"
MIA6651,6651,1,1,16,21,2023-07-14T00:28:43+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 0}"
MIA6652,6652,1,1,17,25,2023-07-14T00:28:25+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 0}"
MIA6653,6653,1,1,10,9,2023-07-14T00:28:35+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 10, 'ElectricBikes': 0}"
MIA6654,6654,1,1,16,26,2023-07-14T00:29:17+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 16, 'ElectricBikes': 0}"
MIA6655,6655,1,1,12,13,2023-07-14T00:28:40+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
MIA6656,6656,1,1,11,8,2023-07-14T00:28:20+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
MIA6657,6657,1,1,15,12,2023-07-14T00:28:19+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
MIA6658,6658,1,1,9,15,2023-07-14T00:29:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 9, 'ElectricBikes': 0}"
MIA6659,6659,1,1,17,22,2023-07-14T00:28:27+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 0}"
MIA6660,6660,1,1,17,30,2023-07-14T00:28:22+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 17, 'ElectricBikes': 0}"
MIA6661,6661,1,1,15,4,2023-07-14T00:28:42+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
MIA6662,6662,1,1,13,7,2023-07-14T00:28:21+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 13, 'ElectricBikes': 0}"
MIA6663,6663,1,1,12,15,2023-07-14T00:29:15+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
MIA6664,6664,1,1,11,19,2023-07-14T00:28:41+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
MIA6665,6665,1,1,15,5,2023-07-14T00:28:29+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 15, 'ElectricBikes': 0}"
MIA6666,6666,1,1,11,16,2023-07-14T00:28:21+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 11, 'ElectricBikes': 0}"
MIA6667,6667,1,1,12,12,2023-07-14T00:28:39+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 12, 'ElectricBikes': 0}"
MIA6668,6668,1,1,32,47,2023-07-14T00:28:19+08:00,2023-07-14T00:29:52+08:00,"{'GeneralBikes': 32, 'ElectricBikes': 0}"
